OH,OWB
16,8
16,8
120,32
120,32
32,8
32,8
96,32
96,32
135,45
135,45
94,21
94,21
96,128
96,128
84,32
84,32
80,20
80,20
20,4
20,4
80,16
80,16
32,8
32,8
60,32
60,32
64,40
64,40
104,21
104,21
120,32
120,32
29,8
29,8
6,4
6,4
36,32
36,32
104,26
104,26
26,6
26,6
14,3
14,3
40,10
40,10
120,32
120,32
40,8
40,8
32,7
32,7
32,8
32,8
13,3
13,3
120,32
120,32
84,32
84,32
56,23
56,23
80,16
80,16
128,26
128,26
32,7
32,7
16,5
16,5
104,21
104,21
480,160
480,160
32,8
32,8
80,20
80,20
40,8
40,8
10,2
10,2
24,8
24,8
32,32
32,32
40,16
40,16
20,4
20,4
16,10
16,10
6,3
6,3
40,10
40,10
120,32
120,32
80,16
80,16
20,4
20,4
224,45
224,45
72,16
72,16
160,32
160,32
10,5
10,5
40,8
40,8
12,12
12,12
20,4
20,4
3,6
3,6
36,8
36,8
12,32
12,32
80,16
80,16
160,32
160,32
120,32
120,32
84,42
84,42
160,32
160,32
32,8
32,8
80,16
80,16
24,10
24,10
56,12
56,12
160,32
160,32
32,8
32,8
48,16
48,16
40,10
40,10
20,4
20,4
20,5
20,5
40,8
40,8
16,8
16,8
160,32
160,32
375,84
375,84
8,8
8,8
64,32
64,32
18,4
18,4
16,8
16,8
2,3
2,3
24,8
24,8
32,7
32,7
10,2
10,2
1,2
1,2
256,52
256,52
40,10
40,10
16,13
16,13
28,6
28,6
24,8
24,8
26,7
26,7
8,20
8,20
108,32
108,32
80,16
80,16
29,8
29,8
26,8
26,8
32,10
32,10
80,20
80,20
20,4
20,4
40,8
40,8
80,16
80,16
7,8
7,8
26,6
26,6
104,26
104,26
10,2
10,2
320,80
320,80
10,2
10,2
32,8
32,8
320,80
320,80
64,13
64,13
32,8
32,8
26,6
26,6
104,21
104,21
52,11
52,11
40,10
40,10
8,20
8,20
80,20
80,20
20,8
20,8
26,11
26,11
6,12
6,12
256,52
256,52
16,4
16,4
12,4
12,4
128,26
128,26
32,8
32,8
63,26
63,26
160,32
160,32
112,32
112,32
160,40
160,40
5,2
5,2
112,32
112,32
14,3
14,3
116,26
116,26
3,3
3,3
10,7
10,7
160,32
160,32
26,11
26,11
120,32
120,32
20,4
20,4
104,21
104,21
56,12
56,12
40,8
40,8
13,3
13,3
64,16
64,16
23,8
23,8
40,8
40,8
7,7
7,7
32,7
32,7
192,160
192,160
28,6
28,6
8,8
8,8
24,10
24,10
48,32
48,32
160,32
160,32
80,20
80,20
32,7
32,7
20,10
20,10
160,32
160,32
4,7
4,7
20,4
20,4
10,4
10,4
96,32
96,32
40,8
40,8
24,20
24,20
160,32
160,32
23,7
23,7
32,8
32,8
16,8
16,8
13,3
13,3
16,4
16,4
28,6
28,6
128,26
128,26
7,3
7,3
20,5
20,5
18,5
18,5
32,8
32,8
8,20
8,20
32,7
32,7
80,16
80,16
256,52
256,52
6,5
6,5
4,7
4,7
160,32
160,32
13,7
13,7
20,7
20,7
63,42
63,42
10,2
10,2
2,2
2,2
40,10
40,10
56,12
56,12
13,8
13,8
128,32
128,32
56,23
56,23
23,7
23,7
52,52
52,52
36,8
36,8
120,32
120,32
80,20
80,20
32,8
32,8
40,10
40,10
120,32
120,32
20,4
20,4
4,8
4,8
32,8
32,8
120,32
120,32
120,32
120,32
16,10
16,10
40,8
40,8
26,13
26,13
26,7
26,7
36,32
36,32
40,8
40,8
52,26
52,26
240,64
240,64
8,5
8,5
23,8
23,8
28,8
28,8
16,16
16,16
80,16
80,16
128,26
128,26
32,7
32,7
42,21
42,21
20,4
20,4
120,32
120,32
160,40
160,40
103,26
103,26
12,4
12,4
40,10
40,10
13,3
13,3
10,2
10,2
32,8
32,8
160,32
160,32
40,8
40,8
36,32
36,32
80,20
80,20
10,7
10,7
48,16
48,16
120,32
120,32
64,32
64,32
13,3
13,3
120,32
120,32
256,52
256,52
48,32
48,32
40,8
40,8
10,2
10,2
10,2
10,2
20,4
20,4
56,12
56,12
128,80
128,80
23,6
23,6
28,8
28,8
4,8
4,8
4,10
4,10
16,8
16,8
104,26
104,26
160,32
160,32
36,32
36,32
20,4
20,4
40,8
40,8
40,20
40,20
7,3
7,3
63,21
63,21
32,8
32,8
14,3
14,3
120,32
120,32
40,8
40,8
12,8
12,8
42,42
42,42
24,16
24,16
20,8
20,8
32,8
32,8
24,8
24,8
20,5
20,5
256,52
256,52
13,7
13,7
13,3
13,3
20,4
20,4
56,20
56,20
120,32
120,32
20,4
20,4
80,16
80,16
8,4
8,4
160,32
160,32
8,4
8,4
32,16
32,16
16,8
16,8
160,40
160,40
80,16
80,16
11,4
11,4
80,20
80,20
52,11
52,11
80,16
80,16
112,23
112,23
20,4
20,4
32,8
32,8
4,10
4,10
32,8
32,8
72,32
72,32
26,6
26,6
6,3
6,3
160,32
160,32
45,13
45,13
36,8
36,8
18,4
18,4
80,20
80,20
20,8
20,8
120,32
120,32
26,6
26,6
10,2
10,2
160,40
160,40
20,5
20,5
80,20
80,20
32,7
32,7
16,20
16,20
480,160
480,160
20,4
20,4
16,8
16,8
288,128
288,128
7,3
7,3
32,8
32,8
80,16
80,16
80,16
80,16
40,8
40,8
32,7
32,7
64,40
64,40
12,5
12,5
23,23
23,23
128,32
128,32
14,3
14,3
80,20
80,20
8,16
8,16
20,4
20,4
288,160
288,160
6,3
6,3
40,8
40,8
208,42
208,42
16,7
16,7
20,5
20,5
40,10
40,10
32,8
32,8
3,2
3,2
32,8
32,8
112,32
112,32
40,10
40,10
10,3
10,3
20,8
20,8
32,8
32,8
32,7
32,7
80,16
80,16
80,16
80,16
20,4
20,4
120,32
120,32
9,2
9,2
7,3
7,3
416,84
416,84
84,32
84,32
40,8
40,8
208,84
208,84
13,13
13,13
84,21
84,21
20,4
20,4
40,10
40,10
56,12
56,12
104,26
104,26
72,32
72,32
13,3
13,3
4,10
4,10
32,8
32,8
13,3
13,3
32,8
32,8
10,2
10,2
20,4
20,4
20,5
20,5
26,52
26,52
24,64
24,64
7,7
7,7
8,5
8,5
7,8
7,8
96,32
96,32
32,7
32,7
40,8
40,8
6,4
6,4
20,4
20,4
10,2
10,2
8,2
8,2
40,10
40,10
6,11
6,11
40,12
40,12
52,21
52,21
13,3
13,3
80,16
80,16
39,26
39,26
20,4
20,4
10,2
10,2
10,5
10,5
112,23
112,23
160,32
160,32
2,2
2,2
120,32
120,32
16,8
16,8
256,52
256,52
4,5
4,5
6,4
6,4
160,32
160,32
20,4
20,4
320,80
320,80
80,20
80,20
32,13
32,13
52,52
52,52
168,64
168,64
56,12
56,12
64,13
64,13
40,8
40,8
160,40
160,40
26,6
26,6
20,5
20,5
10,2
10,2
80,16
80,16
80,16
80,16
80,16
80,16
28,6
28,6
60,32
60,32
42,11
42,11
72,20
72,20
7,8
7,8
26,8
26,8
120,32
120,32
12,10
12,10
3,6
3,6
14,3
14,3
40,10
40,10
116,26
116,26
128,32
128,32
28,6
28,6
20,4
20,4
20,5
20,5
3,3
3,3
40,16
40,16
224,45
224,45
160,32
160,32
144,40
144,40
32,8
32,8
29,8
29,8
20,8
20,8
10,4
10,4
56,12
56,12
32,7
32,7
10,8
10,8
40,8
40,8
72,32
72,32
72,20
72,20
20,4
20,4
16,20
16,20
26,7
26,7
13,4
13,4
16,5
16,5
12,10
12,10
160,40
160,40
64,40
64,40
29,8
29,8
64,13
64,13
120,32
120,32
32,16
32,16
40,10
40,10
32,7
32,7
16,16
16,16
14,6
14,6
12,10
12,10
3,3
3,3
160,32
160,32
40,8
40,8
32,7
32,7
120,32
120,32
48,32
48,32
84,32
84,32
32,7
32,7
24,32
24,32
40,16
40,16
80,16
80,16
52,13
52,13
52,11
52,11
21,6
21,6
40,8
40,8
80,20
80,20
4,3
4,3
13,4
13,4
26,13
26,13
144,32
144,32
20,8
20,8
160,32
160,32
112,23
112,23
24,8
24,8
24,32
24,32
20,4
20,4
128,26
128,26
128,26
128,26
8,10
8,10
40,10
40,10
40,8
40,8
32,7
32,7
24,32
24,32
64,20
64,20
28,8
28,8
32,7
32,7
40,8
40,8
4,8
4,8
40,16
40,16
7,8
7,8
80,16
80,16
2,4
2,4
12,4
12,4
13,4
13,4
10,8
10,8
8,3
8,3
12,4
12,4
20,8
20,8
20,8
20,8
56,12
56,12
10,2
10,2
14,3
14,3
13,6
13,6
3,3
3,3
72,32
72,32
40,8
40,8
32,8
32,8
120,32
120,32
80,20
80,20
48,40
48,40
56,12
56,12
17,6
17,6
84,26
84,26
2,5
2,5
80,16
80,16
14,5
14,5
56,12
56,12
20,8
20,8
20,8
20,8
32,8
32,8
26,6
26,6
28,12
28,12
40,10
40,10
13,3
13,3
160,32
160,32
32,7
32,7
26,6
26,6
4,4
4,4
12,5
12,5
23,8
23,8
10,2
10,2
13,6
13,6
16,4
16,4
10,2
10,2
14,3
14,3
160,40
160,40
56,16
56,16
320,80
320,80
3,3
3,3
20,4
20,4
36,10
36,10
32,8
32,8
20,5
20,5
20,4
20,4
32,8
32,8
18,4
18,4
40,10
40,10
3,2
3,2
32,32
32,32
23,8
23,8
320,80
320,80
20,4
20,4
80,16
80,16
56,12
56,12
10,8
10,8
14,4
14,4
160,40
160,40
60,32
60,32
32,7
32,7
80,20
80,20
32,8
32,8
26,6
26,6
4,10
4,10
3,2
3,2
384,128
384,128
8,2
8,2
3,4
3,4
52,11
52,11
40,8
40,8
36,8
36,8
20,5
20,5
40,8
40,8
32,8
32,8
32,8
32,8
4,4
4,4
72,16
72,16
6,3
6,3
480,160
480,160
26,6
26,6
7,8
7,8
32,7
32,7
8,6
8,6
80,16
80,16
20,8
20,8
16,32
16,32
72,20
72,20
24,6
24,6
48,20
48,20
1,2
1,2
160,40
160,40
108,32
108,32
39,13
39,13
160,32
160,32
23,7
23,7
2,3
2,3
32,20
32,20
104,26
104,26
40,8
40,8
52,11
52,11
8,4
8,4
32,8
32,8
40,8
40,8
10,2
10,2
20,5
20,5
40,8
40,8
16,8
16,8
4,8
4,8
32,8
32,8
336,128
336,128
8,3
8,3
120,32
120,32
23,12
23,12
40,8
40,8
432,160
432,160
20,4
20,4
10,7
10,7
40,10
40,10
20,4
20,4
224,45
224,45
80,20
80,20
240,160
240,160
160,32
160,32
13,8
13,8
28,6
28,6
24,32
24,32
20,4
20,4
20,5
20,5
80,16
80,16
40,8
40,8
80,32
80,32
120,32
120,32
120,32
120,32
17,6
17,6
4,2
4,2
11,7
11,7
8,10
8,10
9,2
9,2
32,7
32,7
160,32
160,32
24,16
24,16
28,6
28,6
40,8
40,8
2,4
2,4
18,4
18,4
40,8
40,8
64,13
64,13
128,26
128,26
8,4
8,4
4,7
4,7
120,32
120,32
13,3
13,3
10,8
10,8
20,10
20,10
13,3
13,3
5,2
5,2
32,8
32,8
160,40
160,40
12,32
12,32
80,16
80,16
64,16
64,16
48,32
48,32
12,23
12,23
24,20
24,20
80,16
80,16
13,3
13,3
10,2
10,2
96,32
96,32
120,32
120,32
13,3
13,3
4,4
4,4
56,16
56,16
13,3
13,3
24,16
24,16
94,26
94,26
16,7
16,7
160,80
160,80
20,4
20,4
4,8
4,8
8,4
8,4
256,52
256,52
28,8
28,8
56,12
56,12
58,13
58,13
160,32
160,32
32,7
32,7
16,10
16,10
120,32
120,32
48,40
48,40
80,16
80,16
9,6
9,6
13,8
13,8
20,4
20,4
104,21
104,21
26,6
26,6
40,10
40,10
32,7
32,7
45,12
45,12
6,4
6,4
96,32
96,32
26,7
26,7
4,8
4,8
112,23
112,23
72,16
72,16
28,10
28,10
4,8
4,8
10,2
10,2
64,13
64,13
10,8
10,8
32,13
32,13
80,32
80,32
12,32
12,32
16,7
16,7
8,10
8,10
52,13
52,13
80,16
80,16
6,2
6,2
13,3
13,3
10,2
10,2
80,16
80,16
32,16
32,16
19,6
19,6
384,160
384,160
128,32
128,32
120,32
120,32
336,160
336,160
7,7
7,7
11,3
11,3
32,8
32,8
24,10
24,10
16,10
16,10
