OH,OWB
224,45
224,45
224,45
52,13
52,13
52,13
160,32
160,32
160,32
36,32
36,32
36,32
40,8
40,8
40,8
104,21
104,21
104,21
28,6
28,6
28,6
13,3
13,3
13,3
84,21
84,21
84,21
32,8
32,8
32,8
12,3
12,3
12,3
14,4
14,4
14,4
79,23
79,23
79,23
14,3
14,3
14,3
10,8
10,8
10,8
120,32
120,32
120,32
120,32
120,32
120,32
32,8
32,8
32,8
26,7
26,7
26,7
480,128
480,128
480,128
80,20
80,20
80,20
112,40
112,40
112,40
80,20
80,20
80,20
40,10
40,10
40,10
4,8
4,8
4,8
256,80
256,80
256,80
4,10
4,10
4,10
205,52
205,52
205,52
80,16
80,16
80,16
13,3
13,3
13,3
20,5
20,5
20,5
20,4
20,4
20,4
80,16
80,16
80,16
20,4
20,4
20,4
60,32
60,32
60,32
13,3
13,3
13,3
23,7
23,7
23,7
64,16
64,16
64,16
40,8
40,8
40,8
32,8
32,8
32,8
4,7
4,7
4,7
60,32
60,32
60,32
4,3
4,3
4,3
40,8
40,8
40,8
40,10
40,10
40,10
32,8
32,8
32,8
32,8
32,8
32,8
16,4
16,4
16,4
52,13
52,13
52,13
24,8
24,8
24,8
40,8
40,8
40,8
20,6
20,6
20,6
120,32
120,32
120,32
52,13
52,13
52,13
2,3
2,3
2,3
13,3
13,3
13,3
416,84
416,84
416,84
13,8
13,8
13,8
10,2
10,2
10,2
24,7
24,7
24,7
104,21
104,21
104,21
20,13
20,13
20,13
2,5
2,5
2,5
160,32
160,32
160,32
40,8
40,8
40,8
14,6
14,6
14,6
32,8
32,8
32,8
28,6
28,6
28,6
4,5
4,5
4,5
32,8
32,8
32,8
160,32
160,32
160,32
32,8
32,8
32,8
20,5
20,5
20,5
29,7
29,7
29,7
20,13
20,13
20,13
80,16
80,16
80,16
112,45
112,45
112,45
36,10
36,10
36,10
23,8
23,8
23,8
16,16
16,16
16,16
112,40
112,40
112,40
64,13
64,13
64,13
13,7
13,7
13,7
4,4
4,4
4,4
29,8
29,8
29,8
32,7
32,7
32,7
16,4
16,4
16,4
56,12
56,12
64,13
64,13
13,3
13,3
256,52
256,52
16,6
16,6
80,16
80,16
2,4
2,4
40,10
40,10
32,32
32,32
32,8
32,8
231,52
231,52
14,4
14,4
26,13
26,13
160,32
160,32
10,2
10,2
224,45
224,45
120,32
120,32
32,7
32,7
160,40
160,40
188,42
188,42
160,40
160,40
120,32
120,32
40,8
40,8
64,16
64,16
8,8
8,8
56,12
56,12
13,13
13,13
13,3
13,3
416,84
416,84
120,32
120,32
20,4
20,4
12,32
12,32
256,52
256,52
24,20
24,20
160,32
160,32
13,3
13,3
10,2
10,2
160,32
160,32
16,20
16,20
32,7
32,7
40,10
40,10
1,2
1,2
20,4
20,4
7,2
7,2
7,8
7,8
32,10
32,10
40,8
40,8
17,12
17,12
14,3
14,3
96,32
96,32
10,2
10,2
108,32
108,32
40,10
40,10
52,26
52,26
28,8
28,8
48,32
48,32
13,8
13,8
56,16
56,16
480,160
480,160
13,3
13,3
20,10
20,10
80,20
80,20
10,2
10,2
21,11
21,11
11,13
11,13
4,8
4,8
40,8
40,8
26,6
26,6
112,23
112,23
12,4
12,4
8,16
8,16
20,5
20,5
64,32
64,32
56,12
56,12
208,42
208,42
13,3
13,3
6,2
6,2
20,8
20,8
128,40
128,40
10,2
10,2
64,26
64,26
20,4
20,4
11,21
11,21
20,5
20,5
64,16
64,16
10,4
10,4
24,6
24,6
28,6
28,6
16,5
16,5
13,8
13,8
20,4
20,4
32,8
32,8
160,32
160,32
72,32
72,32
40,8
40,8
8,5
8,5
24,16
24,16
40,8
40,8
10,2
10,2
56,20
56,20
80,20
80,20
250,84
250,84
24,6
24,6
216,64
216,64
56,12
56,12
20,5
20,5
52,13
52,13
5,3
5,3
18,4
18,4
80,20
80,20
16,8
16,8
64,13
64,13
160,32
160,32
5,2
5,2
167,84
167,84
416,84
416,84
28,8
28,8
13,8
13,8
68,45
68,45
120,32
120,32
112,23
112,23
64,13
64,13
48,16
48,16
7,2
7,2
96,32
96,32
14,3
14,3
13,4
13,4
28,6
28,6
20,4
20,4
10,3
10,3
101,23
101,23
2,5
2,5
4,8
4,8
40,8
40,8
16,20
16,20
13,3
13,3
32,7
32,7
104,26
104,26
10,2
10,2
231,52
231,52
40,8
40,8
2,4
2,4
32,8
32,8
56,20
56,20
32,8
32,8
32,8
32,8
13,3
13,3
32,7
32,7
63,21
63,21
28,8
28,8
80,20
80,20
21,21
21,21
20,4
20,4
80,16
80,16
24,20
24,20
10,2
10,2
16,8
16,8
10,2
10,2
8,2
8,2
224,45
224,45
120,32
120,32
20,5
20,5
3,3
3,3
128,26
128,26
40,8
40,8
16,32
16,32
80,20
80,20
40,8
40,8
120,32
120,32
28,6
28,6
10,8
10,8
160,40
160,40
32,8
32,8
20,4
20,4
40,8
40,8
14,3
14,3
6,2
6,2
64,13
64,13
80,16
80,16
16,4
16,4
10,4
10,4
13,8
13,8
14,3
14,3
120,32
120,32
10,2
10,2
80,16
80,16
320,80
320,80
128,52
128,52
480,160
480,160
64,13
64,13
84,32
84,32
64,13
64,13
79,23
79,23
24,16
24,16
72,16
72,16
21,7
21,7
224,45
224,45
60,32
60,32
24,10
24,10
51,12
51,12
104,21
104,21
160,32
160,32
80,16
80,16
16,32
16,32
108,32
108,32
16,8
16,8
32,7
32,7
20,4
20,4
72,16
72,16
32,11
32,11
224,80
224,80
23,8
23,8
16,6
16,6
40,20
40,20
5,3
5,3
17,6
17,6
104,21
104,21
48,16
48,16
32,8
32,8
32,8
32,8
14,3
14,3
42,84
42,84
64,32
64,32
72,16
72,16
80,20
80,20
40,10
40,10
480,160
480,160
208,42
208,42
7,7
7,7
36,32
36,32
224,45
224,45
64,13
64,13
96,32
96,32
36,32
36,32
4,8
4,8
160,32
160,32
13,3
13,3
20,5
20,5
80,16
80,16
120,32
120,32
2,2
2,2
80,16
80,16
21,26
21,26
40,16
40,16
120,32
120,32
40,10
40,10
20,5
20,5
28,10
28,10
104,21
104,21
32,7
32,7
28,6
28,6
56,12
56,12
288,160
288,160
128,32
128,32
64,40
64,40
144,32
144,32
40,8
40,8
96,160
96,160
16,8
16,8
13,4
13,4
4,7
4,7
32,8
32,8
40,10
40,10
52,11
52,11
48,16
48,16
56,16
56,16
8,20
8,20
80,16
80,16
13,3
13,3
10,5
10,5
2,4
2,4
32,7
32,7
32,7
32,7
28,8
28,8
120,32
120,32
104,26
104,26
8,7
8,7
14,4
14,4
12,4
12,4
14,4
14,4
4,8
4,8
160,32
160,32
7,4
7,4
10,3
10,3
80,16
80,16
6,4
6,4
13,3
13,3
11,3
11,3
8,3
8,3
20,4
20,4
32,8
32,8
12,8
12,8
20,7
20,7
7,3
7,3
40,8
40,8
60,32
60,32
6,11
6,11
40,8
40,8
39,13
39,13
42,26
42,26
40,8
40,8
20,4
20,4
20,4
20,4
336,160
336,160
8,2
8,2
160,32
160,32
40,8
40,8
10,2
10,2
10,2
10,2
120,32
120,32
32,8
32,8
32,8
32,8
52,11
52,11
32,20
32,20
20,5
20,5
23,6
23,6
20,4
20,4
40,8
40,8
36,32
36,32
12,12
12,12
13,3
13,3
11,3
11,3
23,7
23,7
2,2
2,2
11,3
11,3
6,4
6,4
72,16
72,16
13,7
13,7
40,8
40,8
64,13
64,13
8,2
8,2
20,4
20,4
240,64
240,64
23,8
23,8
16,16
16,16
80,16
80,16
112,23
112,23
480,160
480,160
256,52
256,52
32,8
32,8
32,10
32,10
56,12
56,12
48,20
48,20
64,13
64,13
32,7
32,7
36,8
36,8
8,4
8,4
480,160
480,160
26,26
26,26
80,16
80,16
154,52
154,52
192,64
192,64
20,8
20,8
120,32
120,32
39,26
39,26
7,3
7,3
32,8
32,8
20,10
20,10
32,7
32,7
26,7
26,7
24,16
24,16
40,8
40,8
32,8
32,8
12,3
12,3
24,32
24,32
112,23
112,23
16,8
16,8
32,7
32,7
120,32
120,32
160,32
160,32
32,8
32,8
80,20
80,20
32,8
32,8
20,4
20,4
9,2
9,2
160,32
160,32
154,52
154,52
10,2
10,2
64,13
64,13
4,4
4,4
64,13
64,13
56,12
56,12
32,7
32,7
13,3
13,3
56,12
56,12
90,26
90,26
96,32
96,32
40,16
40,16
6,5
6,5
13,26
13,26
14,3
14,3
160,40
160,40
32,8
32,8
26,8
26,8
8,8
8,8
2,5
2,5
240,64
240,64
333,84
333,84
14,3
14,3
32,21
32,21
10,2
10,2
8,5
8,5
40,10
40,10
7,8
7,8
14,3
14,3
16,16
16,16
80,16
80,16
120,32
120,32
120,32
120,32
26,7
26,7
24,8
24,8
480,128
480,128
135,45
135,45
20,5
20,5
8,16
8,16
84,32
84,32
28,8
28,8
64,16
64,16
64,16
64,16
12,8
12,8
120,32
120,32
52,13
52,13
24,16
24,16
20,5
20,5
32,8
32,8
42,13
42,13
80,20
80,20
16,7
16,7
40,10
40,10
20,4
20,4
80,20
80,20
80,16
80,16
80,20
80,20
128,26
128,26
80,16
80,16
40,8
40,8
20,4
20,4
20,5
20,5
12,6
12,6
6,6
6,6
64,13
64,13
45,23
45,23
160,40
160,40
14,3
14,3
4,8
4,8
23,7
23,7
90,45
90,45
52,11
52,11
64,13
64,13
160,40
160,40
26,6
26,6
14,4
14,4
10,2
10,2
20,4
20,4
21,42
21,42
40,8
40,8
64,20
64,20
16,10
16,10
108,32
108,32
32,8
32,8
2,5
2,5
48,32
48,32
416,84
416,84
13,4
13,4
40,8
40,8
90,26
90,26
48,32
48,32
112,23
112,23
432,160
432,160
12,6
12,6
480,128
480,128
32,20
32,20
8,10
8,10
52,13
52,13
96,40
96,40
20,5
20,5
4,2
4,2
13,3
13,3
18,5
18,5
20,5
20,5
32,8
32,8
256,52
256,52
14,4
14,4
120,32
120,32
52,13
52,13
48,20
48,20
112,32
112,32
20,8
20,8
11,26
11,26
128,26
128,26
10,7
10,7
14,3
14,3
10,2
10,2
80,16
80,16
80,16
80,16
48,32
48,32
26,6
26,6
6,5
6,5
20,4
20,4
7,4
7,4
24,8
24,8
20,4
20,4
320,80
320,80
72,32
72,32
40,10
40,10
56,12
56,12
40,8
40,8
16,4
16,4
52,11
52,11
12,4
12,4
32,8
32,8
20,8
20,8
120,32
120,32
32,8
32,8
64,13
64,13
24,20
24,20
6,6
6,6
64,13
64,13
40,8
40,8
80,16
80,16
26,6
26,6
32,21
32,21
24,32
24,32
32,8
32,8
160,40
160,40
20,4
20,4
208,42
208,42
13,8
13,8
256,52
256,52
72,32
72,32
80,20
80,20
20,4
20,4
32,7
32,7
120,32
120,32
160,32
160,32
56,16
56,16
10,8
10,8
32,8
32,8
5,2
5,2
10,4
10,4
8,5
8,5
23,8
23,8
48,32
48,32
16,16
16,16
26,8
26,8
26,13
26,13
112,23
112,23
32,7
32,7
8,4
8,4
120,32
120,32
96,32
96,32
26,6
26,6
13,4
13,4
28,8
28,8
32,8
32,8
56,12
56,12
32,7
32,7
20,5
20,5
52,13
52,13
20,5
20,5
18,4
18,4
32,7
32,7
68,23
68,23
26,6
26,6
6,6
6,6
10,2
10,2
32,32
32,32
7,8
7,8
125,42
125,42
10,5
10,5
20,5
20,5
160,32
160,32
32,8
32,8
26,6
26,6
64,16
64,16
80,16
80,16
10,2
10,2
4,3
4,3
4,3
4,3
7,2
7,2
48,32
48,32
80,16
80,16
20,5
20,5
64,13
64,13
32,8
32,8
20,8
20,8
160,32
160,32
160,32
160,32
480,160
480,160
9,3
9,3
80,16
80,16
40,8
40,8
16,8
16,8
28,6
28,6
16,8
16,8
2,4
2,4
32,8
32,8
7,3
7,3
103,26
103,26
104,26
104,26
16,32
16,32
128,26
128,26
112,32
112,32
10,4
10,4
4,3
4,3
8,8
8,8
26,6
26,6
160,40
160,40
8,8
8,8
20,5
20,5
20,4
20,4
72,32
72,32
28,6
28,6
4,4
4,4
120,32
120,32
32,7
32,7
20,5
20,5
48,32
48,32
23,6
23,6
167,42
167,42
40,8
40,8
32,13
32,13
80,20
80,20
256,52
256,52
4,2
4,2
80,16
80,16
26,7
26,7
64,13
64,13
28,6
28,6
10,4
10,4
14,4
14,4
13,3
13,3
80,32
80,32
96,40
96,40
13,3
13,3
29,8
29,8
32,8
32,8
48,32
48,32
120,32
120,32
94,21
94,21
120,32
120,32
28,6
28,6
6,2
6,2
20,4
20,4
23,8
23,8
80,16
80,16
80,16
80,16
80,16
80,16
8,5
8,5
32,8
32,8
72,32
72,32
12,8
12,8
16,40
16,40
160,32
160,32
12,12
12,12
20,5
20,5
14,5
14,5
4,2
4,2
13,13
13,13
20,8
20,8
40,10
40,10
26,8
26,8
256,52
256,52
10,2
10,2
56,20
56,20
13,3
13,3
18,4
18,4
34,23
34,23
6,4
6,4
4,8
4,8
12,4
12,4
12,8
12,8
9,6
9,6
8,16
8,16
96,32
96,32
11,6
11,6
80,32
80,32
80,16
80,16
48,160
48,160
10,2
10,2
23,8
23,8
52,11
52,11
6,3
6,3
80,16
80,16
40,8
40,8
12,4
12,4
29,7
29,7
40,10
40,10
120,32
120,32
40,10
40,10
56,12
56,12
10,2
10,2
292,84
292,84
80,16
80,16
29,8
29,8
112,32
112,32
20,8
20,8
56,16
56,16
24,32
24,32
4,8
4,8
36,10
36,10
1,2
1,2
32,7
32,7
160,40
160,40
80,20
80,20
40,8
40,8
84,84
84,84
48,16
48,16
160,32
160,32
20,5
20,5
14,4
14,4
144,160
144,160
80,20
80,20
120,32
120,32
32,40
32,40
120,32
120,32
32,8
32,8
40,8
40,8
6,3
6,3
416,84
416,84
10,8
10,8
80,20
80,20
80,16
80,16
12,8
12,8
480,160
480,160
144,32
144,32
20,4
20,4
45,12
45,12
80,16
80,16
96,32
96,32
40,10
40,10
24,20
24,20
128,32
128,32
52,11
52,11
160,32
160,32
104,21
104,21
80,16
80,16
20,4
20,4
12,3
12,3
160,40
160,40
120,32
120,32
32,8
32,8
18,5
18,5
80,16
80,16
13,4
13,4
12,32
12,32
23,8
23,8
28,10
28,10
32,8
32,8
20,7
20,7
64,13
64,13
32,8
32,8
32,10
32,10
10,8
10,8
120,32
120,32
104,21
104,21
20,5
20,5
32,7
32,7
80,16
80,16
80,20
80,20
20,4
20,4
144,40
144,40
20,5
20,5
72,16
72,16
32,32
32,32
256,52
256,52
12,32
12,32
32,20
32,20
3,2
3,2
120,32
120,32
80,40
80,40
13,8
13,8
208,42
208,42
128,26
128,26
8,4
8,4
224,45
224,45
13,3
13,3
80,16
80,16
10,5
10,5
20,5
20,5
64,20
64,20
14,3
14,3
58,13
58,13
160,32
160,32
32,7
32,7
20,4
20,4
240,64
240,64
10,2
10,2
32,8
32,8
13,13
13,13
32,8
32,8
40,16
40,16
14,3
14,3
13,3
13,3
240,64
240,64
14,5
14,5
40,8
40,8
32,7
32,7
32,7
32,7
47,13
47,13
13,7
13,7
64,13
64,13
32,8
32,8
26,7
26,7
6,5
6,5
23,8
23,8
180,45
180,45
12,4
12,4
2,3
2,3
64,13
64,13
24,8
24,8
48,20
48,20
160,32
160,32
160,32
160,32
32,8
32,8
10,8
10,8
6,2
6,2
240,64
240,64
16,16
16,16
20,4
20,4
20,8
20,8
26,7
26,7
120,32
120,32
40,10
40,10
16,8
16,8
120,64
120,64
13,8
13,8
16,20
16,20
120,32
120,32
13,3
13,3
12,3
12,3
26,52
26,52
52,11
52,11
16,32
16,32
20,4
20,4
112,23
112,23
13,4
13,4
20,4
20,4
48,32
48,32
6,4
6,4
80,16
80,16
10,2
10,2
80,16
80,16
26,6
26,6
11,3
11,3
13,7
13,7
26,6
26,6
80,20
80,20
56,16
56,16
7,7
7,7
24,16
24,16
32,8
32,8
32,16
32,16
120,32
120,32
120,32
120,32
6,4
6,4
32,7
32,7
20,4
20,4
26,6
26,6
240,64
240,64
13,3
13,3
80,32
80,32
13,4
13,4
160,40
160,40
224,45
224,45
10,4
10,4
80,20
80,20
28,6
28,6
34,12
34,12
40,8
40,8
32,11
32,11
64,13
64,13
224,45
224,45
120,32
120,32
120,32
120,32
26,8
26,8
16,32
16,32
120,32
120,32
80,20
80,20
40,8
40,8
32,8
32,8
37,11
37,11
14,3
14,3
160,32
160,32
104,21
104,21
32,16
32,16
40,10
40,10
29,8
29,8
480,128
480,128
36,10
36,10
13,3
13,3
64,13
64,13
40,8
40,8
60,32
60,32
40,10
40,10
13,3
13,3
64,13
64,13
32,7
32,7
32,7
32,7
160,40
160,40
16,8
16,8
72,20
72,20
24,16
24,16
80,16
80,16
64,80
64,80
4,4
4,4
64,13
64,13
4,8
4,8
32,8
32,8
29,8
29,8
160,32
160,32
80,20
80,20
12,32
12,32
4,8
4,8
45,45
45,45
32,8
32,8
20,4
20,4
256,52
256,52
40,8
40,8
40,8
40,8
48,40
48,40
32,7
32,7
480,160
480,160
29,8
29,8
32,8
32,8
26,7
26,7
14,5
14,5
10,3
10,3
8,8
8,8
28,8
28,8
40,10
40,10
8,3
8,3
40,10
40,10
32,8
32,8
20,4
20,4
120,32
120,32
19,6
19,6
52,11
52,11
40,8
40,8
32,8
32,8
160,40
160,40
80,16
80,16
80,20
80,20
20,4
20,4
13,4
13,4
112,40
112,40
64,13
64,13
9,2
9,2
7,2
7,2
8,3
8,3
80,16
80,16
240,64
240,64
112,32
112,32
20,5
20,5
56,12
56,12
56,16
56,16
29,7
29,7
4,8
4,8
32,8
32,8
26,7
26,7
10,2
10,2
20,4
20,4
8,4
8,4
160,32
160,32
256,52
256,52
13,4
13,4
80,16
80,16
64,16
64,16
10,2
10,2
64,13
64,13
11,3
11,3
19,7
19,7
160,40
160,40
14,3
14,3
52,11
52,11
13,3
13,3
20,4
20,4
80,20
80,20
32,8
32,8
24,32
24,32
32,16
32,16
40,8
40,8
80,16
80,16
10,2
10,2
28,6
28,6
20,4
20,4
160,32
160,32
84,32
84,32
20,4
20,4
24,8
24,8
3,6
3,6
40,8
40,8
120,32
120,32
58,13
58,13
12,8
12,8
32,8
32,8
8,6
8,6
256,52
256,52
480,160
480,160
32,16
32,16
37,11
37,11
20,5
20,5
40,12
40,12
80,16
80,16
104,26
104,26
9,6
9,6
16,16
16,16
192,160
192,160
12,8
12,8
20,4
20,4
26,6
26,6
32,7
32,7
7,8
7,8
160,40
160,40
40,8
40,8
480,128
480,128
26,6
26,6
32,7
32,7
40,8
40,8
10,2
10,2
8,16
8,16
120,32
120,32
48,20
48,20
4,8
4,8
120,32
120,32
20,4
20,4
20,4
20,4
32,8
32,8
2,4
2,4
64,13
64,13
112,23
112,23
20,5
20,5
28,6
28,6
40,8
40,8
96,32
96,32
40,8
40,8
47,11
47,11
32,7
32,7
40,8
40,8
64,13
64,13
80,20
80,20
112,23
112,23
416,84
416,84
13,4
13,4
10,3
10,3
12,32
12,32
72,20
72,20
13,3
13,3
13,3
13,3
10,2
10,2
112,32
112,32
40,12
40,12
160,32
160,32
32,8
32,8
12,32
12,32
104,21
104,21
48,40
48,40
20,4
20,4
10,2
10,2
14,5
14,5
10,2
10,2
32,8
32,8
18,5
18,5
120,32
120,32
6,12
6,12
13,4
13,4
10,8
10,8
20,4
20,4
32,80
32,80
32,7
32,7
18,4
18,4
12,10
12,10
40,8
40,8
16,4
16,4
320,80
320,80
4,5
4,5
120,32
120,32
40,8
40,8
14,3
14,3
48,160
48,160
20,4
20,4
28,10
28,10
34,12
34,12
40,10
40,10
32,8
32,8
13,3
13,3
16,8
16,8
96,32
96,32
480,128
480,128
180,52
180,52
160,32
160,32
28,6
28,6
4,2
4,2
320,80
320,80
80,20
80,20
144,40
144,40
108,32
108,32
2,4
2,4
288,80
288,80
20,5
20,5
12,6
12,6
23,45
23,45
96,32
96,32
480,128
480,128
40,8
40,8
32,8
32,8
40,8
40,8
120,32
120,32
120,32
120,32
13,3
13,3
64,16
64,16
160,32
160,32
224,45
224,45
32,8
32,8
32,8
32,8
32,7
32,7
39,13
39,13
120,32
120,32
80,16
80,16
416,84
416,84
192,80
192,80
14,3
14,3
160,32
160,32
80,40
80,40
73,21
73,21
160,32
160,32
224,45
224,45
108,32
108,32
160,40
160,40
10,2
10,2
160,32
160,32
3,4
3,4
20,5
20,5
7,13
7,13
160,40
160,40
32,7
32,7
29,7
29,7
32,8
32,8
80,16
80,16
23,7
23,7
40,20
40,20
16,40
16,40
256,52
256,52
40,8
40,8
13,4
13,4
40,8
40,8
80,16
80,16
40,8
40,8
23,8
23,8
8,8
8,8
26,8
26,8
23,23
23,23
480,160
480,160
72,20
72,20
8,16
8,16
32,8
32,8
12,10
12,10
13,3
13,3
80,16
80,16
20,4
20,4
12,8
12,8
26,6
26,6
32,8
32,8
480,160
480,160
20,4
20,4
160,32
160,32
32,40
32,40
40,8
40,8
13,3
13,3
20,5
20,5
40,8
40,8
32,8
32,8
24,16
24,16
32,8
32,8
20,7
20,7
32,8
32,8
14,3
14,3
80,16
80,16
58,13
58,13
8,20
8,20
80,16
80,16
160,32
160,32
10,2
10,2
240,64
240,64
32,8
32,8
80,16
80,16
26,13
26,13
101,23
101,23
11,4
11,4
3,7
3,7
24,32
24,32
48,128
48,128
128,26
128,26
29,8
29,8
24,8
24,8
52,13
52,13
32,32
32,32
10,7
10,7
112,45
112,45
13,3
13,3
10,2
10,2
12,3
12,3
12,8
12,8
20,4
20,4
6,4
6,4
32,8
32,8
10,8
10,8
40,8
40,8
32,32
32,32
28,6
28,6
20,4
20,4
40,10
40,10
36,10
36,10
2,3
2,3
64,16
64,16
80,16
80,16
205,52
205,52
80,16
80,16
20,4
20,4
40,8
40,8
112,23
112,23
34,23
34,23
32,7
32,7
80,20
80,20
8,4
8,4
120,32
120,32
10,2
10,2
80,16
80,16
20,8
20,8
32,7
32,7
32,8
32,8
160,40
160,40
120,32
120,32
160,32
160,32
32,8
32,8
45,23
45,23
80,16
80,16
160,40
160,40
96,80
96,80
10,3
10,3
80,16
80,16
4,8
4,8
40,8
40,8
180,52
180,52
12,32
12,32
40,8
40,8
40,8
40,8
10,2
10,2
90,23
90,23
120,32
120,32
32,8
32,8
104,42
104,42
48,32
48,32
4,4
4,4
120,32
120,32
84,32
84,32
20,4
20,4
20,5
20,5
32,10
32,10
160,32
160,32
80,20
80,20
20,7
20,7
12,3
12,3
40,8
40,8
36,32
36,32
160,32
160,32
36,8
36,8
20,4
20,4
48,32
48,32
80,32
80,32
32,7
32,7
320,80
320,80
32,7
32,7
80,16
80,16
120,32
120,32
120,32
120,32
40,20
40,20
13,3
13,3
144,64
144,64
84,32
84,32
77,26
77,26
32,8
32,8
112,23
112,23
52,11
52,11
20,5
20,5
26,6
26,6
64,13
64,13
32,8
32,8
32,8
32,8
7,8
7,8
10,4
10,4
14,5
14,5
480,160
480,160
224,45
224,45
8,10
8,10
12,23
12,23
32,8
32,8
160,32
160,32
52,11
52,11
416,84
416,84
32,8
32,8
36,8
36,8
432,128
432,128
108,32
108,32
13,3
13,3
36,8
36,8
80,20
80,20
64,13
64,13
20,4
20,4
10,5
10,5
7,13
7,13
80,16
80,16
14,4
14,4
32,8
32,8
40,8
40,8
20,7
20,7
80,20
80,20
11,11
11,11
40,8
40,8
12,5
12,5
20,5
20,5
160,32
160,32
29,8
29,8
160,32
160,32
40,8
40,8
160,40
160,40
16,4
16,4
160,32
160,32
120,32
120,32
7,7
7,7
240,64
240,64
120,32
120,32
10,2
10,2
29,7
29,7
160,40
160,40
32,8
32,8
40,10
40,10
6,6
6,6
20,5
20,5
32,8
32,8
7,7
7,7
120,32
120,32
73,26
73,26
32,8
32,8
160,32
160,32
16,5
16,5
20,8
20,8
10,2
10,2
160,32
160,32
72,64
72,64
160,32
160,32
160,32
160,32
32,8
32,8
18,4
18,4
224,45
224,45
32,8
32,8
48,32
48,32
80,20
80,20
28,6
28,6
80,32
80,32
32,8
32,8
480,160
480,160
157,45
157,45
80,20
80,20
32,8
32,8
13,3
13,3
16,20
16,20
7,2
7,2
10,8
10,8
14,3
14,3
96,32
96,32
77,52
77,52
10,4
10,4
64,26
64,26
36,8
36,8
40,8
40,8
16,32
16,32
32,7
32,7
240,160
240,160
2,2
2,2
6,4
6,4
80,16
80,16
23,12
23,12
20,4
20,4
32,8
32,8
32,16
32,16
80,16
80,16
8,4
8,4
4,8
4,8
160,32
160,32
26,6
26,6
120,32
120,32
40,10
40,10
32,8
32,8
40,8
40,8
40,8
40,8
90,45
90,45
32,7
32,7
80,32
80,32
32,7
32,7
