OH
10
21
480
32
13
14
13
104
40
320
108
13
48
40
32
20
40
13
26
84
28
103
32
21
28
52
7
160
80
104
26
40
4
120
32
40
34
28
40
7
128
202
160
12
13
20
13
20
32
24
224
16
4
4
32
56
40
80
32
64
112
4
40
40
20
16
90
26
20
32
160
20
20
13
40
72
32
6
32
16
10
2
29
45
10
8
20
160
24
20
56
48
23
40
128
160
32
96
4
32
