OH,OWB,ICB,OCB
4,8,64,16
4,8,64,16
64,16,64,64
64,16,64,64
8,5,512,64
8,5,512,64
4,4,64,2
4,4,64,2
14,3,128,26
14,3,128,26
40,8,64,26
40,8,64,26
64,13,64,64
64,13,64,64
11,26,32,16
11,26,32,16
40,10,128,58
40,10,128,58
4,3,128,256
4,3,128,256
23,12,32,64
23,12,32,64
8,16,64,16
8,16,64,16
160,80,1,16
160,80,1,16
40,10,256,32
40,10,256,32
80,20,64,13
80,20,64,13
32,7,64,26
32,7,64,26
68,45,1,16
68,45,1,16
16,20,64,128
16,20,64,128
10,2,64,2
10,2,64,2
128,26,16,20
128,26,16,20
320,80,1,15
320,80,1,15
40,8,32,10
40,8,32,10
8,2,64,64
8,2,64,64
80,32,64,3
80,32,64,3
18,5,128,512
18,5,128,512
128,26,16,10
128,26,16,10
10,2,64,2
10,2,64,2
23,23,32,32
23,23,32,32
320,80,1,13
320,80,1,13
160,32,16,2
160,32,16,2
20,5,512,26
20,5,512,26
32,8,32,29
32,8,32,29
4,8,128,6
4,8,128,6
8,4,64,16
8,4,64,16
64,13,64,32
64,13,64,32
36,10,128,64
36,10,128,64
20,5,128,52
20,5,128,52
14,5,256,128
14,5,256,128
160,32,16,5
160,32,16,5
48,32,32,32
48,32,32,32
20,4,64,26
20,4,64,26
32,7,64,4
32,7,64,4
16,8,64,3
16,8,64,3
4,8,32,32
4,8,32,32
29,8,32,128
29,8,32,128
32,8,64,16
32,8,64,16
36,32,32,32
36,32,32,32
32,7,64,32
32,7,64,32
18,4,128,128
18,4,128,128
112,32,16,16
112,32,16,16
416,84,1,1
416,84,1,1
112,23,32,16
112,23,32,16
160,32,64,7
160,32,64,7
14,3,128,103
14,3,128,103
40,8,32,26
40,8,32,26
26,13,64,64
26,13,64,64
80,32,64,16
80,32,64,16
160,32,16,16
160,32,16,16
64,13,64,64
64,13,64,64
12,10,128,256
12,10,128,256
10,2,64,23
10,2,64,23
480,160,1,4
480,160,1,4
4,8,32,6
4,8,32,6
10,7,64,64
10,7,64,64
120,32,32,10
120,32,32,10
108,32,32,32
108,32,32,32
20,8,64,64
20,8,64,64
32,8,38,32
32,8,38,32
29,8,32,32
29,8,32,32
13,3,128,154
13,3,128,154
40,12,32,64
40,12,32,64
104,21,16,32
104,21,16,32
16,7,64,64
16,7,64,64
40,10,128,39
40,10,128,39
32,7,64,77
32,7,64,77
160,32,16,16
160,32,16,16
26,6,64,128
26,6,64,128
40,8,64,13
40,8,64,13
120,32,32,32
120,32,32,32
36,32,32,32
36,32,32,32
26,6,64,39
26,6,64,39
160,32,64,10
160,32,64,10
52,13,32,64
52,13,32,64
9,6,128,128
9,6,128,128
28,6,64,52
28,6,64,52
26,26,16,32
26,26,16,32
120,32,32,16
120,32,32,16
20,5,256,128
20,5,256,128
28,8,64,64
28,8,64,64
72,20,16,64
72,20,16,64
160,32,64,16
160,32,64,16
160,32,64,12
160,32,64,12
160,32,64,8
160,32,64,8
120,32,32,32
120,32,32,32
40,8,32,4
40,8,32,4
52,13,64,4
52,13,64,4
48,32,32,32
48,32,32,32
13,3,256,154
13,3,256,154
28,10,64,256
28,10,64,256
13,6,64,128
13,6,64,128
21,6,64,128
21,6,64,128
20,4,64,13
20,4,64,13
6,6,64,128
6,6,64,128
288,80,1,16
288,80,1,16
10,2,64,13
10,2,64,13
7,3,128,128
7,3,128,128
4,10,128,64
4,10,128,64
80,16,64,64
80,16,64,64
13,4,256,154
13,4,256,154
20,8,64,64
20,8,64,64
48,32,32,32
48,32,32,32
77,52,16,16
77,52,16,16
10,2,64,1
10,2,64,1
26,8,32,32
26,8,32,32
4,4,64,32
4,4,64,32
40,8,64,7
40,8,64,7
26,6,64,128
26,6,64,128
32,7,128,103
32,7,128,103
40,10,256,58
40,10,256,58
56,12,64,52
56,12,64,52
4,8,38,32
4,8,38,32
11,3,256,256
11,3,256,256
48,32,32,32
48,32,32,32
26,6,64,103
26,6,64,103
13,3,128,52
13,3,128,52
224,45,1,16
224,45,1,16
4,8,64,64
4,8,64,64
5,2,64,16
5,2,64,16
48,16,32,32
48,16,32,32
12,4,128,128
12,4,128,128
160,32,64,58
160,32,64,58
96,32,64,64
96,32,64,64
32,7,64,58
32,7,64,58
32,7,128,7
32,7,128,7
205,52,1,16
205,52,1,16
160,40,64,5
160,40,64,5
28,6,128,13
28,6,128,13
32,8,32,52
32,8,32,52
256,52,1,13
256,52,1,13
60,32,32,32
60,32,32,32
120,32,32,26
120,32,32,26
20,4,64,52
20,4,64,52
5,2,64,2
5,2,64,2
13,3,256,103
13,3,256,103
24,16,64,16
24,16,64,16
40,8,64,32
40,8,64,32
10,2,64,3
10,2,64,3
80,20,32,90
80,20,32,90
24,16,32,32
24,16,32,32
13,4,256,231
13,4,256,231
12,12,64,64
12,12,64,64
20,4,64,20
20,4,64,20
45,13,64,64
45,13,64,64
80,20,64,52
80,20,64,52
16,10,64,256
16,10,64,256
416,84,1,3
416,84,1,3
64,16,64,2
64,16,64,2
256,52,16,4
256,52,16,4
5,3,128,128
5,3,128,128
28,6,128,13
28,6,128,13
28,8,32,32
28,8,32,32
16,20,64,64
16,20,64,64
336,160,8,1
336,160,8,1
16,8,32,32
16,8,32,32
68,23,16,32
68,23,16,32
28,6,128,26
28,6,128,26
13,3,128,128
13,3,128,128
26,52,1,16
26,52,1,16
40,16,64,64
40,16,64,64
23,8,38,32
23,8,38,32
20,4,64,20
20,4,64,20
20,4,64,64
20,4,64,64
120,32,32,32
120,32,32,32
80,16,64,13
80,16,64,13
6,3,128,128
6,3,128,128
32,13,32,64
32,13,32,64
20,5,512,116
20,5,512,116
26,7,128,64
26,7,128,64
24,10,64,256
24,10,64,256
208,42,8,13
208,42,8,13
13,3,128,128
13,3,128,128
24,32,32,32
24,32,32,32
10,8,38,32
10,8,38,32
10,2,64,8
10,2,64,8
56,16,64,64
56,16,64,64
13,3,256,154
13,3,256,154
12,3,256,256
12,3,256,256
10,2,64,2
10,2,64,2
144,32,64,64
144,32,64,64
160,32,64,12
160,32,64,12
112,23,16,7
112,23,16,7
20,5,256,461
20,5,256,461
40,8,64,13
40,8,64,13
160,32,64,5
160,32,64,5
4,10,128,256
4,10,128,256
32,8,32,7
32,8,32,7
144,160,1,8
144,160,1,8
160,32,64,10
160,32,64,10
20,7,64,64
20,7,64,64
20,4,64,3
20,4,64,3
80,20,16,64
80,20,16,64
16,4,64,16
16,4,64,16
84,21,16,32
84,21,16,32
80,20,32,64
80,20,32,64
10,2,64,39
10,2,64,39
112,23,16,32
112,23,16,32
10,7,128,64
10,7,128,64
32,8,32,6
32,8,32,6
80,20,64,10
80,20,64,10
80,16,64,16
80,16,64,16
7,2,64,16
7,2,64,16
16,5,128,512
16,5,128,512
23,6,128,128
23,6,128,128
56,12,32,64
56,12,32,64
3,3,128,256
3,3,128,256
32,7,64,103
32,7,64,103
40,8,64,2
40,8,64,2
120,32,32,16
120,32,32,16
32,8,32,20
32,8,32,20
160,32,64,7
160,32,64,7
96,32,32,32
96,32,32,32
13,3,384,231
13,3,384,231
28,6,64,128
28,6,64,128
48,32,64,64
48,32,64,64
40,8,64,13
40,8,64,13
28,12,32,64
28,12,32,64
80,20,64,7
80,20,64,7
10,2,64,2
10,2,64,2
10,2,64,3
10,2,64,3
20,4,64,29
20,4,64,29
20,4,64,8
20,4,64,8
120,32,32,32
120,32,32,32
18,4,64,64
18,4,64,64
24,8,64,16
24,8,64,16
240,64,16,10
240,64,16,10
208,42,8,5
208,42,8,5
160,32,64,2
160,32,64,2
32,7,64,10
32,7,64,10
40,10,64,26
40,10,64,26
120,32,32,13
120,32,32,13
13,7,128,64
13,7,128,64
10,2,64,10
10,2,64,10
40,20,64,64
40,20,64,64
12,3,128,128
12,3,128,128
26,6,64,103
26,6,64,103
416,84,1,8
416,84,1,8
45,12,64,64
45,12,64,64
48,40,64,16
48,40,64,16
120,32,32,32
120,32,32,32
7,8,32,32
7,8,32,32
10,4,64,32
10,4,64,32
28,12,64,64
28,12,64,64
7,13,32,64
7,13,32,64
120,32,32,13
120,32,32,13
40,8,64,39
40,8,64,39
6,4,64,3
6,4,64,3
12,5,512,128
12,5,512,128
104,21,16,23
104,21,16,23
104,26,32,13
104,26,32,13
20,4,64,64
20,4,64,64
32,8,64,64
32,8,64,64
32,8,32,5
32,8,32,5
120,64,16,32
120,64,16,32
20,4,64,13
20,4,64,13
40,8,64,13
40,8,64,13
112,32,64,64
112,32,64,64
13,8,38,32
13,8,38,32
104,21,16,16
104,21,16,16
32,16,64,16
32,16,64,16
20,4,64,52
20,4,64,52
480,160,1,2
480,160,1,2
14,4,64,3
14,4,64,3
64,13,32,20
64,13,32,20
40,8,64,1
40,8,64,1
56,12,64,58
56,12,64,58
160,32,64,16
160,32,64,16
120,32,32,4
120,32,32,4
20,5,64,231
20,5,64,231
160,32,64,13
160,32,64,13
8,4,64,16
8,4,64,16
80,16,64,2
80,16,64,2
56,20,64,128
56,20,64,128
13,7,64,128
13,7,64,128
64,32,16,16
64,32,16,16
144,32,64,2
144,32,64,2
112,23,32,29
112,23,32,29
20,4,64,45
20,4,64,45
20,5,256,154
20,5,256,154
52,13,64,26
52,13,64,26
80,16,64,23
80,16,64,23
10,4,64,64
10,4,64,64
40,8,64,64
40,8,64,64
80,16,32,32
80,16,32,32
3,2,64,64
3,2,64,64
108,32,32,32
108,32,32,32
13,4,256,26
13,4,256,26
120,32,32,10
120,32,32,10
40,16,64,16
40,16,64,16
120,32,32,20
120,32,32,20
40,8,64,39
40,8,64,39
80,20,64,16
80,20,64,16
128,40,16,16
128,40,16,16
84,32,32,32
84,32,32,32
125,84,1,8
125,84,1,8
96,32,32,32
96,32,32,32
32,8,38,13
32,8,38,13
64,40,16,64
64,40,16,64
40,10,128,205
40,10,128,205
40,8,64,3
40,8,64,3
40,10,32,52
40,10,32,52
13,3,256,256
13,3,256,256
64,13,64,13
64,13,64,13
28,6,64,90
28,6,64,90
104,26,32,16
104,26,32,16
20,8,64,32
20,8,64,32
13,4,256,77
13,4,256,77
32,8,32,10
32,8,32,10
2,2,64,3
2,2,64,3
4,5,256,128
4,5,256,128
120,32,32,32
120,32,32,32
32,8,64,32
32,8,64,32
80,16,64,12
80,16,64,12
29,7,64,128
29,7,64,128
80,20,16,39
80,20,16,39
12,4,128,128
12,4,128,128
40,16,32,32
40,16,32,32
80,16,64,26
80,16,64,26
40,8,64,8
40,8,64,8
80,20,32,39
80,20,32,39
13,3,128,205
13,3,128,205
58,13,64,64
58,13,64,64
29,8,128,6
29,8,128,6
17,6,64,128
17,6,64,128
20,5,256,103
20,5,256,103
77,26,16,32
77,26,16,32
20,4,128,77
20,4,128,77
4,8,32,32
4,8,32,32
40,8,64,52
40,8,64,52
32,7,128,26
32,7,128,26
224,45,16,10
224,45,16,10
80,16,64,2
80,16,64,2
32,8,128,2
32,8,128,2
80,16,64,39
80,16,64,39
28,6,128,128
28,6,128,128
480,160,1,8
480,160,1,8
6,2,64,3
6,2,64,3
80,16,64,16
80,16,64,16
4,4,64,64
4,4,64,64
56,12,64,26
56,12,64,26
13,8,32,32
13,8,32,32
80,20,32,13
80,20,32,13
20,4,64,7
20,4,64,7
32,8,64,64
32,8,64,64
20,5,512,128
20,5,512,128
26,6,64,116
26,6,64,116
231,52,1,16
231,52,1,16
16,20,128,32
16,20,128,32
4,10,32,128
4,10,32,128
40,10,256,64
40,10,256,64
256,52,16,7
256,52,16,7
40,8,64,16
40,8,64,16
13,4,256,128
13,4,256,128
32,8,128,1
32,8,128,1
480,128,8,2
480,128,8,2
6,4,128,128
6,4,128,128
14,3,128,128
14,3,128,128
112,32,64,32
112,32,64,32
40,8,64,2
40,8,64,2
40,8,64,64
40,8,64,64
240,64,16,26
240,64,16,26
8,8,64,64
8,8,64,64
160,32,64,2
160,32,64,2
13,6,64,128
13,6,64,128
56,16,64,2
56,16,64,2
14,3,128,90
14,3,128,90
17,12,32,64
17,12,32,64
80,20,64,64
80,20,64,64
20,5,128,359
20,5,128,359
42,13,64,32
42,13,64,32
13,3,128,205
13,3,128,205
224,45,16,8
224,45,16,8
80,16,64,3
80,16,64,3
28,10,128,256
28,10,128,256
112,23,16,29
112,23,16,29
112,32,64,2
112,32,64,2
120,32,32,7
120,32,32,7
32,8,32,20
32,8,32,20
16,10,128,256
16,10,128,256
104,26,32,2
104,26,32,2
4,4,128,128
4,4,128,128
160,40,16,7
160,40,16,7
80,16,64,26
80,16,64,26
20,5,128,308
20,5,128,308
154,52,1,16
154,52,1,16
26,6,64,128
26,6,64,128
120,32,32,23
120,32,32,23
40,8,64,10
40,8,64,10
32,8,32,32
32,8,32,32
3,2,64,16
3,2,64,16
32,8,38,20
32,8,38,20
23,7,64,64
23,7,64,64
40,8,64,64
40,8,64,64
64,26,32,32
64,26,32,32
6,4,64,64
6,4,64,64
40,8,64,32
40,8,64,32
10,8,32,32
10,8,32,32
56,20,64,64
56,20,64,64
29,7,64,32
29,7,64,32
32,7,64,20
32,7,64,20
18,5,256,512
18,5,256,512
64,13,32,45
64,13,32,45
6,4,64,32
6,4,64,32
28,6,128,77
28,6,128,77
288,160,8,1
288,160,8,1
20,4,64,1
20,4,64,1
64,13,64,58
64,13,64,58
208,84,1,8
208,84,1,8
112,23,32,32
112,23,32,32
384,160,1,8
384,160,1,8
72,64,16,32
72,64,16,32
40,10,128,64
40,10,128,64
20,8,64,64
20,8,64,64
2,5,512,128
2,5,512,128
64,40,16,16
64,40,16,16
116,26,16,32
116,26,16,32
20,4,64,7
20,4,64,7
6,6,64,128
6,6,64,128
120,32,32,32
120,32,32,32
32,8,128,5
32,8,128,5
47,11,32,64
47,11,32,64
26,7,128,26
26,7,128,26
16,40,64,64
16,40,64,64
224,45,16,12
224,45,16,12
20,5,512,52
20,5,512,52
80,16,32,26
80,16,32,26
8,8,64,64
8,8,64,64
80,16,64,1
80,16,64,1
2,3,128,256
2,3,128,256
37,11,32,64
37,11,32,64
40,8,64,52
40,8,64,52
64,13,64,39
64,13,64,39
14,6,64,128
14,6,64,128
120,32,32,7
120,32,32,7
128,26,16,32
128,26,16,32
32,32,16,16
32,32,16,16
32,8,32,2
32,8,32,2
20,5,64,52
20,5,64,52
7,4,256,256
7,4,256,256
8,4,64,2
8,4,64,2
128,40,64,64
128,40,64,64
84,32,32,32
84,32,32,32
32,16,32,32
32,16,32,32
120,32,32,16
120,32,32,16
160,40,16,58
160,40,16,58
56,12,64,13
56,12,64,13
32,8,128,6
32,8,128,6
64,13,64,45
64,13,64,45
37,11,32,64
37,11,32,64
84,42,8,16
84,42,8,16
128,26,32,32
128,26,32,32
144,32,64,16
144,32,64,16
23,8,32,32
23,8,32,32
40,8,64,45
40,8,64,45
20,5,128,205
20,5,128,205
32,7,128,13
32,7,128,13
20,4,128,77
20,4,128,77
4,8,64,3
4,8,64,3
120,32,32,16
120,32,32,16
32,7,64,32
32,7,64,32
80,40,64,64
80,40,64,64
480,128,8,10
480,128,8,10
20,10,128,64
20,10,128,64
20,5,512,39
20,5,512,39
32,8,38,16
32,8,38,16
36,8,64,16
36,8,64,16
26,13,64,32
26,13,64,32
160,40,64,2
160,40,64,2
40,8,64,1
40,8,64,1
84,84,1,8
84,84,1,8
20,5,128,461
20,5,128,461
16,8,64,64
16,8,64,64
12,32,32,32
12,32,32,32
10,2,64,7
10,2,64,7
80,16,64,4
80,16,64,4
160,32,64,1
160,32,64,1
36,32,32,32
36,32,32,32
40,8,64,4
40,8,64,4
157,45,16,16
157,45,16,16
416,84,1,2
416,84,1,2
224,45,1,7
224,45,1,7
24,8,64,3
24,8,64,3
20,4,64,32
20,4,64,32
72,16,64,2
72,16,64,2
80,16,16,16
80,16,16,16
20,4,64,1
20,4,64,1
160,40,64,12
160,40,64,12
80,16,64,52
80,16,64,52
16,13,64,32
16,13,64,32
13,3,256,128
13,3,256,128
40,8,64,26
40,8,64,26
11,3,128,256
11,3,128,256
384,160,8,1
384,160,8,1
42,11,32,64
42,11,32,64
480,160,8,1
480,160,8,1
7,8,38,32
7,8,38,32
13,3,256,128
13,3,256,128
14,3,128,13
14,3,128,13
36,32,32,32
36,32,32,32
4,3,128,256
4,3,128,256
104,26,32,4
104,26,32,4
64,16,64,32
64,16,64,32
32,8,32,90
32,8,32,90
6,4,64,16
6,4,64,16
48,64,16,32
48,64,16,32
24,32,32,32
24,32,32,32
84,32,32,32
84,32,32,32
96,32,32,32
96,32,32,32
26,8,32,6
26,8,32,6
10,2,64,2
10,2,64,2
80,16,16,12
80,16,16,12
10,8,32,128
10,8,32,128
2,3,256,256
2,3,256,256
64,13,32,13
64,13,32,13
12,32,32,32
12,32,32,32
64,16,64,3
64,16,64,3
32,26,32,16
32,26,32,16
32,32,16,16
32,32,16,16
6,5,128,512
6,5,128,512
120,32,32,20
120,32,32,20
4,10,256,64
4,10,256,64
160,40,64,64
160,40,64,64
32,8,32,23
32,8,32,23
80,16,64,2
80,16,64,2
224,45,1,16
224,45,1,16
24,20,16,64
24,20,16,64
120,32,32,20
120,32,32,20
16,8,64,64
16,8,64,64
26,6,64,26
26,6,64,26
16,7,128,64
16,7,128,64
2,3,256,256
2,3,256,256
32,7,64,64
32,7,64,64
12,3,256,256
12,3,256,256
40,8,64,32
40,8,64,32
24,16,16,16
24,16,16,16
20,4,64,16
20,4,64,16
10,2,64,1
10,2,64,1
32,8,32,26
32,8,32,26
160,40,64,8
160,40,64,8
20,10,64,256
20,10,64,256
32,13,64,64
32,13,64,64
24,16,64,64
24,16,64,64
32,8,32,10
32,8,32,10
120,32,32,13
120,32,32,13
40,8,64,52
40,8,64,52
28,8,64,16
28,8,64,16
160,32,64,2
160,32,64,2
20,8,32,32
20,8,32,32
40,10,256,20
40,10,256,20
432,160,1,8
432,160,1,8
12,5,256,512
12,5,256,512
160,40,16,8
160,40,16,8
120,32,32,29
120,32,32,29
48,16,32,32
48,16,32,32
52,13,64,16
52,13,64,16
64,32,64,32
64,32,64,32
160,32,64,1
160,32,64,1
4,5,512,64
4,5,512,64
40,8,64,10
40,8,64,10
16,4,64,32
16,4,64,32
6,4,64,16
6,4,64,16
72,16,64,16
72,16,64,16
144,40,64,16
144,40,64,16
48,160,8,1
48,160,8,1
32,8,38,29
32,8,38,29
8,16,16,16
8,16,16,16
480,160,1,3
480,160,1,3
80,16,64,32
80,16,64,32
32,8,32,13
32,8,32,13
56,12,64,26
56,12,64,26
32,8,38,10
32,8,38,10
120,32,32,29
120,32,32,29
9,2,64,64
9,2,64,64
20,4,64,58
20,4,64,58
10,3,256,256
10,3,256,256
56,16,64,16
56,16,64,16
24,16,64,16
24,16,64,16
20,8,32,128
20,8,32,128
60,32,32,32
60,32,32,32
32,8,38,32
32,8,38,32
120,32,32,16
120,32,32,16
32,8,32,1
32,8,32,1
26,52,16,16
26,52,16,16
32,8,38,32
32,8,38,32
10,4,64,64
10,4,64,64
20,4,64,45
20,4,64,45
10,2,64,1
10,2,64,1
21,6,64,128
21,6,64,128
16,32,64,3
16,32,64,3
10,7,64,64
10,7,64,64
24,8,64,64
24,8,64,64
32,8,32,10
32,8,32,10
112,32,64,16
112,32,64,16
40,8,64,64
40,8,64,64
40,10,64,180
40,10,64,180
3,6,64,128
3,6,64,128
64,13,64,58
64,13,64,58
72,16,64,3
72,16,64,3
40,8,64,58
40,8,64,58
56,12,32,64
56,12,32,64
120,32,32,4
120,32,32,4
160,32,64,32
160,32,64,32
56,12,64,45
56,12,64,45
32,8,32,32
32,8,32,32
6,5,512,128
6,5,512,128
208,42,8,16
208,42,8,16
6,12,32,64
6,12,32,64
20,4,64,4
20,4,64,4
7,8,32,32
7,8,32,32
20,10,256,64
20,10,256,64
256,52,16,8
256,52,16,8
64,16,32,32
64,16,32,32
120,32,32,10
120,32,32,10
8,2,64,3
8,2,64,3
32,40,16,16
32,40,16,16
160,32,64,32
160,32,64,32
128,26,16,26
128,26,16,26
32,21,16,32
32,21,16,32
16,7,128,128
16,7,128,128
104,21,16,13
104,21,16,13
32,8,32,2
32,8,32,2
20,7,64,64
20,7,64,64
40,8,64,1
40,8,64,1
480,128,8,12
480,128,8,12
32,8,32,23
32,8,32,23
80,16,64,1
80,16,64,1
32,7,64,13
32,7,64,13
28,6,128,52
28,6,128,52
80,16,32,23
80,16,32,23
80,20,16,45
80,20,16,45
32,8,32,7
32,8,32,7
80,20,64,32
80,20,64,32
16,8,32,32
16,8,32,32
160,32,64,4
160,32,64,4
14,3,128,128
14,3,128,128
80,20,128,32
80,20,128,32
32,8,32,26
32,8,32,26
64,16,32,32
64,16,32,32
96,32,32,32
96,32,32,32
20,4,128,13
20,4,128,13
16,4,64,3
16,4,64,3
11,3,128,256
11,3,128,256
32,8,38,26
32,8,38,26
120,32,32,26
120,32,32,26
2,2,64,32
2,2,64,32
40,20,16,64
40,20,16,64
56,12,64,64
56,12,64,64
48,32,32,32
48,32,32,32
160,32,64,58
160,32,64,58
20,4,64,3
20,4,64,3
8,8,32,32
8,8,32,32
80,20,32,116
80,20,32,116
128,26,16,32
128,26,16,32
26,6,64,77
26,6,64,77
20,4,128,26
20,4,128,26
80,32,64,64
80,32,64,64
52,21,16,32
52,21,16,32
32,7,64,32
32,7,64,32
32,8,32,32
32,8,32,32
7,13,64,64
7,13,64,64
120,32,32,7
120,32,32,7
120,32,32,32
120,32,32,32
120,32,32,16
120,32,32,16
20,8,64,64
20,8,64,64
2,4,128,128
2,4,128,128
14,4,64,64
14,4,64,64
64,20,64,64
64,20,64,64
2,2,64,64
2,2,64,64
13,4,256,13
13,4,256,13
13,8,38,32
13,8,38,32
23,6,64,128
23,6,64,128
80,16,32,13
80,16,32,13
40,8,64,7
40,8,64,7
10,2,64,2
10,2,64,2
80,16,32,20
80,16,32,20
16,40,16,16
16,40,16,16
205,52,16,16
205,52,16,16
7,7,64,64
7,7,64,64
24,8,64,64
24,8,64,64
2,4,64,64
2,4,64,64
48,20,32,128
48,20,32,128
40,8,64,7
40,8,64,7
14,4,128,128
14,4,128,128
20,7,64,128
20,7,64,128
13,7,64,64
13,7,64,64
3,3,256,256
3,3,256,256
40,8,64,39
40,8,64,39
208,42,8,15
208,42,8,15
40,8,64,15
40,8,64,15
19,7,128,64
19,7,128,64
432,160,8,1
432,160,8,1
144,160,8,1
144,160,8,1
45,13,64,64
45,13,64,64
40,8,32,16
40,8,32,16
112,32,64,3
112,32,64,3
144,128,8,16
144,128,8,16
13,4,256,103
13,4,256,103
80,16,32,32
80,16,32,32
7,2,64,16
7,2,64,16
20,5,64,180
20,5,64,180
20,4,128,90
20,4,128,90
128,32,64,32
128,32,64,32
64,13,64,45
64,13,64,45
32,7,64,7
32,7,64,7
40,8,64,2
40,8,64,2
104,21,16,29
104,21,16,29
80,16,64,8
80,16,64,8
20,4,64,2
20,4,64,2
160,32,16,8
160,32,16,8
480,128,8,13
480,128,8,13
29,8,32,32
29,8,32,32
20,8,32,32
20,8,32,32
80,16,32,32
80,16,32,32
40,8,64,64
40,8,64,64
208,42,8,2
208,42,8,2
6,2,64,64
6,2,64,64
20,5,128,256
20,5,128,256
13,8,32,32
13,8,32,32
104,26,32,10
104,26,32,10
20,6,128,128
20,6,128,128
32,8,38,4
32,8,38,4
120,32,32,26
120,32,32,26
10,2,64,20
10,2,64,20
40,8,64,12
40,8,64,12
56,16,32,32
56,16,32,32
80,20,16,20
80,20,16,20
480,160,8,1
480,160,8,1
10,2,64,20
10,2,64,20
52,13,64,32
52,13,64,32
20,8,64,16
20,8,64,16
160,32,64,1
160,32,64,1
80,20,128,29
80,20,128,29
23,7,128,64
23,7,128,64
42,11,32,64
42,11,32,64
160,32,16,7
160,32,16,7
32,8,32,32
32,8,32,32
8,6,64,128
8,6,64,128
40,10,128,154
40,10,128,154
48,16,64,3
48,16,64,3
20,4,128,128
20,4,128,128
104,21,16,26
104,21,16,26
64,13,64,7
64,13,64,7
13,3,256,52
13,3,256,52
40,8,64,29
40,8,64,29
256,52,16,16
256,52,16,16
40,8,64,4
40,8,64,4
10,3,384,256
10,3,384,256
10,2,64,1
10,2,64,1
16,8,64,64
16,8,64,64
80,16,16,7
80,16,16,7
94,26,32,16
94,26,32,16
80,16,32,32
80,16,32,32
52,11,32,64
52,11,32,64
26,7,128,128
26,7,128,128
10,2,64,12
10,2,64,12
188,42,8,16
188,42,8,16
16,32,16,16
16,32,16,16
20,4,64,32
20,4,64,32
72,32,32,32
72,32,32,32
10,2,64,16
10,2,64,16
80,16,32,23
80,16,32,23
26,6,64,13
26,6,64,13
32,8,64,64
32,8,64,64
13,3,128,256
13,3,128,256
32,7,64,39
32,7,64,39
112,23,16,20
112,23,16,20
10,7,64,32
10,7,64,32
32,7,128,64
32,7,128,64
40,8,32,20
40,8,32,20
64,13,64,26
64,13,64,26
60,32,32,32
60,32,32,32
20,5,512,20
20,5,512,20
20,4,64,10
20,4,64,10
8,3,384,256
8,3,384,256
12,8,64,16
12,8,64,16
80,16,32,7
80,16,32,7
6,2,64,16
6,2,64,16
40,8,64,20
40,8,64,20
32,8,64,64
32,8,64,64
4,8,32,32
4,8,32,32
12,32,32,32
12,32,32,32
4,2,64,16
4,2,64,16
13,4,256,205
13,4,256,205
26,13,64,64
26,13,64,64
4,8,32,128
4,8,32,128
26,8,128,6
26,8,128,6
8,5,64,256
8,5,64,256
58,13,64,64
58,13,64,64
32,8,32,13
32,8,32,13
10,8,32,6
10,8,32,6
160,32,16,8
160,32,16,8
224,45,1,4
224,45,1,4
32,80,1,16
32,80,1,16
4,3,256,256
4,3,256,256
32,8,32,7
32,8,32,7
64,32,64,2
64,32,64,2
8,4,128,128
8,4,128,128
72,16,64,32
72,16,64,32
160,32,16,13
160,32,16,13
20,5,128,410
20,5,128,410
80,16,64,20
80,16,64,20
2,4,64,16
2,4,64,16
10,2,64,64
10,2,64,64
120,32,32,29
120,32,32,29
160,40,64,58
160,40,64,58
4,7,64,64
4,7,64,64
3,3,128,128
3,3,128,128
56,23,32,32
56,23,32,32
40,8,64,52
40,8,64,52
4,4,64,3
4,4,64,3
32,32,64,2
32,32,64,2
32,8,32,26
32,8,32,26
32,20,16,64
32,20,16,64
13,7,128,128
13,7,128,128
10,5,128,512
10,5,128,512
16,8,64,64
16,8,64,64
144,32,64,32
144,32,64,32
12,10,256,64
12,10,256,64
12,3,128,256
12,3,128,256
10,8,32,32
10,8,32,32
80,16,32,29
80,16,32,29
77,52,1,16
77,52,1,16
23,8,32,32
23,8,32,32
11,6,64,128
11,6,64,128
40,8,64,2
40,8,64,2
120,32,32,29
120,32,32,29
40,8,64,16
40,8,64,16
20,5,512,52
20,5,512,52
144,40,64,64
144,40,64,64
256,52,1,12
256,52,1,12
32,7,128,64
32,7,128,64
20,4,128,128
20,4,128,128
21,21,16,32
21,21,16,32
64,32,64,16
64,32,64,16
12,3,128,128
12,3,128,128
20,4,64,39
20,4,64,39
12,8,64,64
12,8,64,64
40,8,64,58
40,8,64,58
12,8,32,32
12,8,32,32
40,8,64,39
40,8,64,39
13,3,128,26
13,3,128,26
10,3,128,128
10,3,128,128
80,16,64,26
80,16,64,26
160,40,64,10
160,40,64,10
120,32,32,13
120,32,32,13
160,32,16,16
160,32,16,16
17,6,128,128
17,6,128,128
64,26,16,32
64,26,16,32
20,4,64,12
20,4,64,12
16,16,64,64
16,16,64,64
20,4,64,10
20,4,64,10
64,13,64,64
64,13,64,64
320,80,1,2
320,80,1,2
20,8,38,32
20,8,38,32
28,12,64,64
28,12,64,64
8,20,128,32
8,20,128,32
12,12,64,64
12,12,64,64
32,7,64,39
32,7,64,39
12,8,64,64
12,8,64,64
202,45,16,16
202,45,16,16
80,16,64,32
80,16,64,32
80,16,64,2
80,16,64,2
120,32,32,32
120,32,32,32
13,3,256,180
13,3,256,180
40,8,64,32
40,8,64,32
