OH,OWB,ICB,OCB
52,26,32,32
20,4,128,103
20,4,128,103
20,4,128,103
4,7,64,64
4,7,64,64
4,7,64,64
26,6,64,90
26,6,64,90
26,6,64,90
20,4,64,2
20,4,64,2
20,4,64,2
80,16,32,13
80,16,32,13
80,16,32,13
104,21,16,20
104,21,16,20
104,21,16,20
13,8,128,6
13,8,128,6
13,8,128,6
10,7,64,64
10,7,64,64
10,7,64,64
10,2,64,13
10,2,64,13
10,2,64,13
104,21,16,4
104,21,16,4
104,21,16,4
120,32,32,32
120,32,32,32
120,32,32,32
40,8,64,26
40,8,64,26
40,8,64,26
13,3,128,77
13,3,128,77
13,3,128,77
20,6,128,128
20,6,128,128
20,6,128,128
32,8,32,32
32,8,32,32
32,8,32,32
104,21,16,23
104,21,16,23
104,21,16,23
256,52,1,4
256,52,1,4
256,52,1,4
12,4,64,3
12,4,64,3
12,4,64,3
16,8,32,128
16,8,32,128
16,8,32,128
80,20,32,128
80,20,32,128
80,20,32,128
80,40,64,16
80,40,64,16
80,40,64,16
32,20,128,32
32,20,128,32
32,20,128,32
160,32,64,64
160,32,64,64
160,32,64,64
20,4,64,5
20,4,64,5
20,4,64,5
40,16,32,32
40,16,32,32
40,16,32,32
160,32,64,20
160,32,64,20
160,32,64,20
48,16,16,16
48,16,16,16
48,16,16,16
32,8,32,10
32,8,32,10
32,8,32,10
52,21,16,32
52,21,16,32
52,21,16,32
135,45,1,16
135,45,1,16
135,45,1,16
26,6,64,52
26,6,64,52
26,6,64,52
40,8,64,7
40,8,64,7
40,8,64,7
80,16,64,64
80,16,64,64
80,16,64,64
160,32,64,20
160,32,64,20
160,32,64,20
96,32,16,16
96,32,16,16
96,32,16,16
160,32,16,12
160,32,16,12
160,32,16,12
160,40,16,39
160,40,16,39
160,40,16,39
13,8,32,32
13,8,32,32
13,8,32,32
160,32,64,8
160,32,64,8
160,32,64,8
26,6,64,116
26,6,64,116
26,6,64,116
52,11,32,58
52,11,32,58
52,11,32,58
80,20,64,13
80,20,64,13
80,20,64,13
34,12,64,64
34,12,64,64
34,12,64,64
104,21,16,29
104,21,16,29
104,21,16,29
8,4,64,32
8,4,64,32
8,4,64,32
40,20,32,128
40,20,32,128
40,20,32,128
40,8,64,64
40,8,64,64
40,8,64,64
48,32,32,32
48,32,32,32
48,32,32,32
2,5,128,512
2,5,128,512
2,5,128,512
180,45,1,16
180,45,1,16
180,45,1,16
3,3,128,256
3,3,128,256
3,3,128,256
45,13,32,64
45,13,32,64
45,13,32,64
480,160,8,1
480,160,8,1
480,160,8,1
6,3,128,128
6,3,128,128
6,3,128,128
90,26,32,32
90,26,32,32
90,26,32,32
16,10,128,64
16,10,128,64
16,10,128,64
32,8,32,26
32,8,32,26
32,8,32,26
13,3,384,103
13,3,384,103
13,3,384,103
120,32,32,4
120,32,32,4
120,32,32,4
16,20,64,32
16,20,64,32
16,20,64,32
160,40,64,15
160,40,64,15
160,40,64,15
24,6,64,128
24,6,64,128
24,6,64,128
80,16,16,8
80,16,16,8
80,16,16,8
9,2,64,3
9,2,64,3
9,2,64,3
20,4,128,39
20,4,128,39
20,4,128,39
40,8,64,45
40,8,64,45
40,8,64,45
16,8,32,32
16,8,32,32
16,8,32,32
26,7,128,7
26,7,128,7
26,7,128,7
5,2,64,3
5,2,64,3
5,2,64,3
52,11,32,7
52,11,32,7
52,11,32,7
1,2,64,32
1,2,64,32
1,2,64,32
13,26,16,32
13,26,16,32
13,26,16,32
80,20,64,23
80,20,64,23
80,20,64,23
103,52,16,16
103,52,16,16
103,52,16,16
24,6,64,128
24,6,64,128
24,6,64,128
20,4,64,2
20,4,64,2
20,4,64,2
3,6,64,128
3,6,64,128
3,6,64,128
26,7,128,39
26,7,128,39
26,7,128,39
80,16,64,64
80,16,64,64
80,16,64,64
14,5,512,128
14,5,512,128
14,5,512,128
120,32,32,23
120,32,32,23
120,32,32,23
48,32,16,16
48,32,16,16
48,32,16,16
13,4,256,52
13,4,256,52
13,4,256,52
20,4,64,13
20,4,64,13
20,4,64,13
26,7,128,45
26,7,128,45
26,7,128,45
21,11,32,64
21,11,32,64
21,11,32,64
16,4,128,128
16,4,128,128
16,4,128,128
56,12,64,64
56,12,64,64
56,12,64,64
11,4,256,256
11,4,256,256
11,4,256,256
128,32,64,64
128,32,64,64
128,32,64,64
26,6,64,26
26,6,64,26
26,6,64,26
32,8,32,116
32,8,32,116
32,8,32,116
103,26,32,32
103,26,32,32
103,26,32,32
64,13,64,64
64,13,64,64
64,13,64,64
144,40,16,16
144,40,16,16
144,40,16,16
40,10,32,39
40,10,32,39
40,10,32,39
72,16,32,32
72,16,32,32
72,16,32,32
26,8,32,32
26,8,32,32
26,8,32,32
180,45,16,16
180,45,16,16
180,45,16,16
432,128,8,16
432,128,8,16
432,128,8,16
32,8,32,20
32,8,32,20
32,8,32,20
160,40,16,13
160,40,16,13
160,40,16,13
120,32,32,7
120,32,32,7
120,32,32,7
80,16,64,7
80,16,64,7
80,16,64,7
7,7,64,128
7,7,64,128
7,7,64,128
160,40,16,45
160,40,16,45
160,40,16,45
160,40,64,20
160,40,64,20
13,4,256,256
13,4,256,256
10,8,32,32
10,8,32,32
5,2,64,16
5,2,64,16
26,6,64,13
26,6,64,13
8,10,128,256
8,10,128,256
480,128,8,15
480,128,8,15
120,32,32,23
120,32,32,23
24,7,128,64
24,7,128,64
160,32,64,2
160,32,64,2
120,32,32,16
120,32,32,16
40,10,256,45
40,10,256,45
10,2,64,4
10,2,64,4
240,64,16,32
240,64,16,32
20,4,64,7
20,4,64,7
96,128,8,16
96,128,8,16
120,32,32,20
120,32,32,20
40,8,64,20
40,8,64,20
56,12,32,26
56,12,32,26
52,13,64,32
52,13,64,32
64,13,64,45
64,13,64,45
11,7,128,64
11,7,128,64
10,5,256,128
10,5,256,128
80,16,32,13
80,16,32,13
32,7,64,58
32,7,64,58
10,2,64,16
10,2,64,16
32,11,32,64
32,11,32,64
32,8,38,23
32,8,38,23
20,4,64,20
20,4,64,20
128,52,1,16
128,52,1,16
13,4,256,256
13,4,256,256
29,8,32,32
29,8,32,32
32,8,32,29
32,8,32,29
96,32,32,32
96,32,32,32
128,26,16,29
128,26,16,29
26,7,128,64
26,7,128,64
480,160,1,5
480,160,1,5
240,128,8,16
240,128,8,16
120,32,32,23
120,32,32,23
40,8,64,2
40,8,64,2
42,21,16,32
42,21,16,32
8,16,32,32
8,16,32,32
20,5,64,103
20,5,64,103
80,20,64,13
80,20,64,13
13,13,32,64
13,13,32,64
23,8,32,6
23,8,32,6
40,8,64,45
40,8,64,45
108,32,32,32
108,32,32,32
32,16,16,16
32,16,16,16
12,10,64,256
12,10,64,256
104,21,16,4
104,21,16,4
32,10,32,128
32,10,32,128
13,8,32,32
13,8,32,32
10,2,64,32
10,2,64,32
18,4,64,3
18,4,64,3
11,13,64,32
11,13,64,32
160,32,64,1
160,32,64,1
26,8,32,32
26,8,32,32
32,8,32,3
32,8,32,3
32,7,128,52
32,7,128,52
13,3,256,77
13,3,256,77
26,6,64,39
26,6,64,39
104,26,32,16
104,26,32,16
16,7,64,128
16,7,64,128
20,8,32,32
20,8,32,32
9,6,64,128
9,6,64,128
32,8,32,6
32,8,32,6
32,8,32,29
32,8,32,29
13,4,256,77
13,4,256,77
32,7,128,52
32,7,128,52
80,16,32,26
80,16,32,26
12,6,128,128
12,6,128,128
160,32,64,29
160,32,64,29
160,40,64,45
160,40,64,45
4,8,32,32
4,8,32,32
80,16,64,4
80,16,64,4
40,10,128,39
40,10,128,39
64,13,64,64
64,13,64,64
20,5,256,77
20,5,256,77
6,5,64,256
6,5,64,256
160,40,16,7
160,40,16,7
52,26,32,16
52,26,32,16
32,8,32,26
32,8,32,26
40,8,64,7
40,8,64,7
160,40,64,13
160,40,64,13
14,3,128,77
14,3,128,77
10,3,256,256
10,3,256,256
80,16,64,13
80,16,64,13
120,32,32,20
120,32,32,20
32,8,32,32
32,8,32,32
320,80,1,16
320,80,1,16
2,4,64,32
2,4,64,32
32,8,32,4
32,8,32,4
40,10,256,64
40,10,256,64
1,2,64,16
1,2,64,16
4,5,256,512
4,5,256,512
24,32,32,32
24,32,32,32
4,7,128,128
4,7,128,128
32,8,32,20
32,8,32,20
160,32,64,3
160,32,64,3
52,13,64,64
52,13,64,64
80,16,64,39
80,16,64,39
20,4,128,77
20,4,128,77
8,4,128,128
8,4,128,128
240,64,16,7
240,64,16,7
8,4,64,64
8,4,64,64
224,45,1,13
224,45,1,13
4,10,128,64
4,10,128,64
128,32,64,2
128,32,64,2
26,8,32,32
26,8,32,32
8,16,64,16
8,16,64,16
2,5,512,64
2,5,512,64
80,20,64,128
80,20,64,128
32,8,32,64
32,8,32,64
20,4,64,8
20,4,64,8
28,6,128,77
28,6,128,77
20,5,512,26
20,5,512,26
12,4,64,64
12,4,64,64
4,7,128,64
4,7,128,64
84,26,32,16
84,26,32,16
13,3,256,205
13,3,256,205
20,5,256,308
20,5,256,308
128,26,16,4
128,26,16,4
32,8,64,3
32,8,64,3
32,10,128,64
32,10,128,64
40,8,64,2
40,8,64,2
80,16,64,10
80,16,64,10
96,32,64,2
96,32,64,2
160,32,64,13
160,32,64,13
32,40,64,64
32,40,64,64
80,16,16,4
80,16,16,4
160,32,16,15
160,32,16,15
14,5,512,64
14,5,512,64
2,4,64,2
2,4,64,2
80,16,64,2
80,16,64,2
112,23,32,10
112,23,32,10
52,11,32,39
52,11,32,39
32,8,32,13
32,8,32,13
2,4,256,256
2,4,256,256
7,7,128,64
7,7,128,64
21,7,128,64
21,7,128,64
20,5,256,359
20,5,256,359
16,8,64,64
16,8,64,64
26,11,32,64
26,11,32,64
80,16,64,20
80,16,64,20
32,7,64,26
32,7,64,26
160,32,64,4
160,32,64,4
480,160,1,8
480,160,1,8
160,32,64,3
160,32,64,3
26,8,32,128
26,8,32,128
80,20,32,77
80,20,32,77
40,10,64,77
40,10,64,77
128,26,32,7
128,26,32,7
80,16,64,10
80,16,64,10
4,2,64,16
4,2,64,16
23,7,128,128
23,7,128,128
28,6,64,26
28,6,64,26
20,5,512,32
20,5,512,32
104,21,16,10
104,21,16,10
80,20,64,20
80,20,64,20
40,8,32,29
40,8,32,29
8,10,256,64
8,10,256,64
12,3,128,256
12,3,128,256
120,32,32,20
120,32,32,20
16,5,512,128
16,5,512,128
160,32,64,2
160,32,64,2
84,32,32,32
84,32,32,32
160,40,16,26
160,40,16,26
160,32,64,2
160,32,64,2
120,32,32,13
120,32,32,13
8,8,64,64
8,8,64,64
144,32,64,16
144,32,64,16
23,8,32,32
23,8,32,32
72,20,64,32
72,20,64,32
12,4,256,256
12,4,256,256
8,8,64,64
8,8,64,64
10,2,64,52
10,2,64,52
32,8,128,3
32,8,128,3
80,16,32,16
80,16,32,16
8,10,128,64
8,10,128,64
56,12,64,7
56,12,64,7
4,3,384,256
4,3,384,256
32,8,32,7
32,8,32,7
160,32,64,13
160,32,64,13
20,5,256,64
20,5,256,64
32,7,64,7
32,7,64,7
40,8,64,45
40,8,64,45
52,11,32,52
52,11,32,52
40,8,64,13
40,8,64,13
28,6,64,103
28,6,64,103
7,2,64,64
7,2,64,64
128,26,32,13
128,26,32,13
336,128,8,16
336,128,8,16
20,4,64,32
20,4,64,32
10,8,38,32
10,8,38,32
40,8,64,45
40,8,64,45
160,32,16,15
160,32,16,15
80,16,64,32
80,16,64,32
80,20,64,52
80,20,64,52
20,4,128,116
20,4,128,116
104,21,16,20
104,21,16,20
56,12,32,13
56,12,32,13
8,3,128,256
8,3,128,256
28,6,64,77
28,6,64,77
32,7,64,13
32,7,64,13
32,8,32,23
32,8,32,23
20,4,64,39
20,4,64,39
40,8,32,7
40,8,32,7
112,23,16,10
112,23,16,10
23,45,16,16
23,45,16,16
40,16,64,3
40,16,64,3
13,3,128,103
13,3,128,103
80,16,16,15
80,16,16,15
32,7,64,7
32,7,64,7
40,10,128,52
40,10,128,52
13,3,128,256
13,3,128,256
16,5,256,128
16,5,256,128
52,11,32,7
52,11,32,7
16,16,32,32
16,16,32,32
80,16,32,16
80,16,32,16
8,20,32,128
8,20,32,128
224,45,1,5
224,45,1,5
256,52,1,16
256,52,1,16
90,45,16,16
90,45,16,16
80,20,64,29
80,20,64,29
29,8,32,32
29,8,32,32
64,13,64,26
64,13,64,26
4,3,128,256
4,3,128,256
8,3,256,256
8,3,256,256
128,32,16,16
128,32,16,16
8,16,64,32
8,16,64,32
48,40,64,64
48,40,64,64
480,128,8,16
480,128,8,16
16,8,38,32
16,8,38,32
56,12,64,64
56,12,64,64
10,2,64,45
10,2,64,45
40,8,64,64
40,8,64,64
80,20,16,7
80,20,16,7
56,23,16,32
56,23,16,32
2,3,128,256
2,3,128,256
32,8,32,32
32,8,32,32
24,20,128,32
24,20,128,32
26,6,64,39
26,6,64,39
64,20,32,128
64,20,32,128
10,2,64,26
10,2,64,26
192,64,16,32
192,64,16,32
7,3,128,256
7,3,128,256
154,52,16,16
154,52,16,16
10,8,128,6
10,8,128,6
20,7,128,128
20,7,128,128
32,7,64,64
32,7,64,64
20,5,512,64
20,5,512,64
160,32,64,26
160,32,64,26
12,4,64,64
12,4,64,64
36,10,32,128
36,10,32,128
13,3,128,128
13,3,128,128
80,16,64,15
80,16,64,15
20,4,64,16
20,4,64,16
32,8,32,23
32,8,32,23
10,2,64,1
10,2,64,1
320,80,1,10
320,80,1,10
16,6,64,128
16,6,64,128
14,4,64,32
14,4,64,32
16,8,32,32
16,8,32,32
48,20,64,128
48,20,64,128
20,4,64,2
20,4,64,2
23,8,38,32
23,8,38,32
18,5,256,128
18,5,256,128
32,7,64,26
32,7,64,26
40,8,64,1
40,8,64,1
20,8,64,64
20,8,64,64
40,8,64,64
40,8,64,64
250,84,1,8
250,84,1,8
40,8,64,2
40,8,64,2
32,8,32,23
32,8,32,23
26,7,128,13
26,7,128,13
10,5,512,128
10,5,512,128
26,7,128,58
26,7,128,58
20,4,128,39
20,4,128,39
160,32,64,7
160,32,64,7
32,8,38,20
32,8,38,20
224,45,16,16
224,45,16,16
7,3,128,128
7,3,128,128
14,3,128,128
14,3,128,128
60,32,32,32
60,32,32,32
80,16,64,1
80,16,64,1
16,4,64,64
16,4,64,64
20,4,128,90
20,4,128,90
52,11,32,45
52,11,32,45
14,6,128,128
14,6,128,128
135,45,16,16
135,45,16,16
29,7,64,64
29,7,64,64
48,32,32,32
48,32,32,32
64,13,64,7
64,13,64,7
48,40,16,16
48,40,16,16
13,13,64,64
13,13,64,64
16,8,32,32
16,8,32,32
6,6,64,128
6,6,64,128
10,2,64,13
10,2,64,13
160,32,64,45
160,32,64,45
40,8,64,20
40,8,64,20
8,16,32,32
8,16,32,32
16,8,64,64
16,8,64,64
40,10,32,13
40,10,32,13
56,12,64,32
56,12,64,32
14,4,64,2
14,4,64,2
120,32,32,10
120,32,32,10
14,3,128,116
14,3,128,116
40,8,64,52
40,8,64,52
2,4,64,3
2,4,64,3
28,6,128,39
28,6,128,39
40,8,64,32
40,8,64,32
32,10,256,64
32,10,256,64
52,11,32,52
52,11,32,52
40,8,64,2
40,8,64,2
10,2,64,2
10,2,64,2
4,8,64,64
4,8,64,64
13,4,256,128
13,4,256,128
160,40,16,4
160,40,16,4
160,32,64,16
160,32,64,16
64,13,64,20
64,13,64,20
36,8,32,32
36,8,32,32
104,21,16,32
104,21,16,32
10,2,64,64
10,2,64,64
29,8,32,32
29,8,32,32
40,10,256,26
40,10,256,26
90,23,16,32
90,23,16,32
52,13,64,7
52,13,64,7
72,32,32,32
72,32,32,32
120,32,32,13
120,32,32,13
10,4,64,3
10,4,64,3
40,8,64,64
40,8,64,64
20,13,64,64
20,13,64,64
160,32,16,12
160,32,16,12
13,6,64,128
13,6,64,128
160,40,16,64
160,40,16,64
60,32,32,32
60,32,32,32
160,32,64,1
160,32,64,1
16,32,16,16
16,32,16,16
160,40,64,7
160,40,64,7
112,23,32,23
112,23,32,23
120,32,32,32
120,32,32,32
32,8,32,4
32,8,32,4
80,20,64,128
80,20,64,128
40,10,128,20
40,10,128,20
40,8,64,13
40,8,64,13
144,32,16,16
144,32,16,16
120,32,32,20
120,32,32,20
103,52,1,16
103,52,1,16
64,13,64,39
64,13,64,39
80,20,128,20
80,20,128,20
10,2,64,13
10,2,64,13
128,26,32,29
128,26,32,29
11,6,64,128
11,6,64,128
80,40,16,64
80,40,16,64
32,7,64,64
32,7,64,64
32,8,32,26
32,8,32,26
58,13,32,64
58,13,32,64
40,8,64,8
40,8,64,8
6,12,64,64
6,12,64,64
23,7,64,64
23,7,64,64
13,7,128,64
13,7,128,64
20,5,512,90
20,5,512,90
103,26,16,32
103,26,16,32
40,8,64,32
40,8,64,32
32,7,128,39
32,7,128,39
36,10,128,64
36,10,128,64
167,42,8,16
167,42,8,16
160,32,64,16
160,32,64,16
16,7,128,64
16,7,128,64
80,16,64,3
80,16,64,3
144,40,16,64
144,40,16,64
13,3,128,128
13,3,128,128
32,7,64,29
32,7,64,29
36,8,64,2
36,8,64,2
16,16,64,2
16,16,64,2
112,23,16,4
112,23,16,4
26,7,64,64
26,7,64,64
40,10,128,128
40,10,128,128
56,12,64,58
56,12,64,58
224,45,16,13
224,45,16,13
384,128,8,16
384,128,8,16
16,4,128,128
16,4,128,128
160,32,64,13
160,32,64,13
8,2,64,16
8,2,64,16
40,10,128,45
40,10,128,45
112,23,32,7
112,23,32,7
120,32,32,26
120,32,32,26
32,7,128,39
32,7,128,39
14,3,128,116
14,3,128,116
120,32,32,23
120,32,32,23
20,5,64,154
20,5,64,154
2,3,128,128
2,3,128,128
40,10,128,52
40,10,128,52
10,5,64,256
10,5,64,256
160,32,64,16
160,32,64,16
168,64,16,32
168,64,16,32
16,8,38,32
16,8,38,32
12,4,64,32
12,4,64,32
80,16,64,7
80,16,64,7
192,160,1,8
192,160,1,8
14,4,64,16
14,4,64,16
16,7,64,32
16,7,64,32
56,16,64,32
56,16,64,32
24,32,32,32
24,32,32,32
24,8,32,32
24,8,32,32
52,13,64,64
52,13,64,64
32,8,32,7
32,8,32,7
160,32,16,16
160,32,16,16
40,8,64,13
40,8,64,13
80,20,64,39
80,20,64,39
20,5,256,103
20,5,256,103
32,8,32,13
32,8,32,13
16,8,32,32
16,8,32,32
160,32,64,10
160,32,64,10
80,16,32,23
80,16,32,23
16,16,16,16
16,16,16,16
90,45,1,16
90,45,1,16
256,80,1,16
256,80,1,16
80,16,64,5
80,16,64,5
2,3,128,128
2,3,128,128
32,7,64,64
32,7,64,64
32,8,32,103
32,8,32,103
80,20,64,90
80,20,64,90
20,5,128,154
20,5,128,154
120,32,32,32
120,32,32,32
8,5,256,512
8,5,256,512
20,5,64,256
20,5,64,256
18,4,128,128
18,4,128,128
14,3,128,64
14,3,128,64
16,8,32,32
16,8,32,32
6,3,128,128
6,3,128,128
13,7,64,64
13,7,64,64
96,32,32,32
96,32,32,32
28,6,128,103
28,6,128,103
21,11,32,64
21,11,32,64
160,32,64,32
160,32,64,32
160,32,64,64
160,32,64,64
36,10,128,256
36,10,128,256
40,10,128,26
40,10,128,26
80,16,64,8
80,16,64,8
28,8,64,16
28,8,64,16
14,5,128,512
14,5,128,512
120,32,32,23
120,32,32,23
6,3,128,256
6,3,128,256
13,3,128,154
13,3,128,154
26,6,64,128
26,6,64,128
32,8,32,23
32,8,32,23
32,7,128,32
32,7,128,32
36,32,32,32
36,32,32,32
20,4,64,1
20,4,64,1
40,8,64,20
40,8,64,20
56,12,64,64
56,12,64,64
10,2,64,15
10,2,64,15
13,4,256,90
13,4,256,90
13,3,128,180
13,3,128,180
40,16,64,64
40,16,64,64
64,13,64,52
64,13,64,52
9,2,64,2
9,2,64,2
13,3,256,256
13,3,256,256
60,32,32,32
60,32,32,32
20,4,64,58
20,4,64,58
128,80,1,16
128,80,1,16
10,2,64,1
10,2,64,1
120,32,32,7
120,32,32,7
84,32,32,32
84,32,32,32
160,40,64,64
160,40,64,64
13,3,384,256
13,3,384,256
224,45,1,2
224,45,1,2
96,40,16,64
96,40,16,64
56,12,32,7
56,12,32,7
4,7,64,128
4,7,64,128
224,45,1,8
224,45,1,8
24,10,256,64
24,10,256,64
16,32,64,16
16,32,64,16
32,8,38,7
32,8,38,7
10,8,32,32
10,8,32,32
80,16,64,2
80,16,64,2
10,5,256,512
10,5,256,512
104,26,32,7
104,26,32,7
32,13,64,64
32,13,64,64
20,4,64,2
20,4,64,2
40,10,32,128
40,10,32,128
40,8,64,64
40,8,64,64
80,16,64,13
80,16,64,13
7,3,128,256
7,3,128,256
28,8,64,64
28,8,64,64
120,32,32,10
120,32,32,10
112,23,16,16
112,23,16,16
80,16,32,4
80,16,32,4
11,21,16,32
11,21,16,32
40,10,256,13
40,10,256,13
167,84,1,8
167,84,1,8
26,6,64,77
26,6,64,77
29,8,32,32
29,8,32,32
4,7,64,32
4,7,64,32
80,16,16,10
80,16,16,10
13,3,128,205
13,3,128,205
80,16,64,15
80,16,64,15
20,8,64,2
20,8,64,2
48,16,64,64
48,16,64,64
120,32,32,16
120,32,32,16
240,160,8,1
240,160,8,1
20,5,128,512
20,5,128,512
48,20,64,64
48,20,64,64
128,32,64,3
128,32,64,3
20,4,128,52
20,4,128,52
32,8,32,26
32,8,32,26
64,20,64,32
64,20,64,32
26,8,32,32
26,8,32,32
26,6,64,103
26,6,64,103
11,4,256,128
11,4,256,128
7,8,32,32
7,8,32,32
80,20,128,16
80,20,128,16
13,7,64,64
13,7,64,64
160,32,64,39
160,32,64,39
20,7,128,64
20,7,128,64
72,20,64,64
72,20,64,64
72,32,32,32
72,32,32,32
40,8,64,45
40,8,64,45
40,10,128,77
40,10,128,77
160,32,64,1
160,32,64,1
40,8,64,1
40,8,64,1
13,3,384,205
13,3,384,205
36,8,64,64
36,8,64,64
