OH,OWB,ICB,OCB
13,4,256,52
17,12,64,64
20,4,64,20
40,8,64,64
80,16,32,16
32,16,16,16
416,84,1,3
56,12,32,13
160,32,16,7
180,52,16,16
16,20,64,128
64,40,16,16
32,7,64,10
64,13,64,64
80,16,64,26
13,3,256,180
16,11,32,64
20,5,512,52
40,10,64,154
120,32,32,32
48,32,32,32
32,8,32,20
36,8,64,64
72,16,32,32
32,40,64,16
24,16,64,64
40,10,128,45
16,20,16,64
13,8,32,32
20,4,64,64
32,8,64,16
40,8,64,16
32,7,64,64
13,4,256,52
32,7,64,45
208,42,8,4
40,8,64,39
29,7,64,128
20,4,64,2
32,8,32,10
112,23,16,7
16,4,128,128
26,13,64,64
11,6,64,128
160,40,64,16
40,8,64,4
10,4,128,128
26,13,64,64
80,20,32,128
52,11,32,64
120,32,32,20
4,2,64,16
32,8,38,10
56,20,128,32
32,8,32,32
8,8,64,64
10,2,64,4
3,2,64,64
26,8,32,128
40,10,128,64
10,4,64,3
160,32,64,8
40,10,128,52
32,7,64,20
4,4,256,128
80,20,64,103
4,4,64,2
14,3,128,116
96,32,16,16
32,7,128,52
21,13,64,32
20,5,512,39
120,32,32,32
28,6,128,128
128,52,16,16
64,20,64,32
224,45,1,2
32,7,128,77
6,6,128,128
120,32,32,4
80,32,16,16
160,32,64,7
12,3,384,256
40,10,32,128
40,10,128,20
2,2,64,2
13,26,32,32
26,7,128,64
20,4,64,45
8,16,32,32
32,8,64,64
26,6,64,13
52,11,32,32
20,4,64,4
20,7,128,64
64,13,32,26
4,3,256,256
20,6,128,128
13,8,38,32
3,7,128,64
20,4,64,7
28,6,64,103
80,16,64,64
112,32,16,16
160,40,16,10
160,40,64,8
72,32,32,32
112,23,16,10
4,8,32,32
80,16,16,15
120,32,32,26
8,8,64,16
120,32,32,32
32,8,32,26
12,6,128,128
12,32,32,32
84,32,32,32
28,6,64,128
20,4,64,7
12,8,64,16
52,11,32,26
120,32,32,13
80,16,64,13
40,8,64,45
7,8,32,128
120,32,32,7
128,80,1,16
48,32,32,32
48,16,16,16
28,6,128,77
120,32,32,29
40,8,64,13
40,8,64,16
32,7,64,128
104,21,16,16
80,16,64,52
13,4,256,103
32,8,32,10
29,8,32,32
10,2,64,58
416,84,1,4
6,6,64,128
13,4,256,256
40,16,32,32
160,40,64,45
80,16,32,32
80,16,64,26
120,32,32,10
208,42,8,2
160,32,64,5
40,8,64,13
6,4,64,32
11,3,384,256
26,6,64,128
40,8,64,64
208,42,8,16
52,13,64,16
28,6,128,26
80,16,32,20
12,3,128,256
8,6,64,128
56,16,32,32
29,8,32,32
40,8,32,23
13,3,128,128
16,8,32,32
224,45,1,12
26,6,64,128
13,3,256,128
120,32,32,7
40,8,64,7
80,20,32,128
13,3,256,256
26,7,64,32
32,8,32,26
416,84,1,7
64,13,64,20
32,20,16,64
80,16,32,32
64,13,64,52
48,32,64,16
32,7,64,29
13,8,38,32
120,32,32,26
80,16,64,4
28,12,64,64
64,26,32,32
7,8,32,32
12,32,32,32
16,8,32,6
20,4,128,39
64,13,32,64
64,32,16,16
12,3,128,256
6,2,64,3
24,32,32,32
20,4,64,45
36,8,64,64
40,12,64,64
20,5,64,256
10,2,64,7
52,13,64,29
32,8,32,64
36,10,128,64
32,10,64,256
12,5,512,64
24,8,64,64
208,42,8,15
32,8,32,23
32,7,64,103
144,40,16,64
28,12,32,64
29,8,32,32
20,10,32,128
6,3,128,128
480,160,8,1
4,2,64,3
120,32,32,20
120,32,32,23
231,52,16,16
120,32,32,4
112,32,64,64
45,12,64,64
17,6,64,128
64,13,64,45
8,16,64,16
18,4,128,128
20,4,64,10
10,3,128,128
11,11,32,64
20,4,128,116
26,8,32,32
144,40,16,16
40,8,32,20
480,160,1,6
28,6,128,116
40,8,64,20
32,7,128,58
16,20,128,32
40,8,64,32
17,6,128,128
48,16,64,32
20,4,64,1
40,8,64,7
73,21,16,32
120,32,32,32
4,7,64,64
20,5,512,64
160,32,64,13
40,8,64,4
26,6,64,52
40,10,64,205
4,8,64,64
40,10,128,52
80,16,32,32
32,8,32,4
52,11,32,58
10,2,64,13
32,8,32,32
80,16,32,4
40,20,64,128
8,8,64,64
24,32,32,32
40,10,128,7
24,7,128,64
20,4,64,4
8,4,64,64
40,8,64,1
8,20,16,64
256,52,16,2
40,10,64,103
72,20,16,64
8,16,64,32
80,20,64,13
32,8,32,13
5,2,64,64
4,8,32,32
96,32,32,32
32,8,64,2
3,2,64,16
26,8,32,32
20,4,128,128
4,8,32,32
12,32,32,32
20,4,64,58
101,23,16,32
20,8,38,32
80,16,64,1
256,52,1,13
32,7,64,13
40,10,128,26
48,16,64,64
8,20,128,32
14,3,128,39
128,26,16,29
24,6,64,128
6,4,64,64
56,16,64,3
64,16,64,16
40,10,256,58
32,16,64,32
104,26,32,12
256,52,1,16
240,64,16,13
250,84,1,8
40,8,64,13
20,4,64,58
4,8,64,64
7,3,128,128
6,3,128,256
160,32,64,16
125,42,8,16
4,4,256,256
80,16,64,20
120,32,32,23
40,8,64,3
128,26,16,26
20,4,64,45
4,5,256,512
10,4,128,128
40,10,32,103
40,10,64,256
6,2,64,16
29,8,32,6
2,3,128,128
40,8,32,32
10,2,64,52
13,3,128,77
32,7,64,52
480,128,8,16
6,11,32,64
13,3,128,77
32,7,64,64
14,5,128,512
