OH,OWB,ICB
56,12,64
120,32,32
120,32,32
120,32,32
120,32,32
240,64,16
240,64,16
240,64,16
240,64,16
12,8,64
12,8,64
12,8,64
12,8,64
112,45,16
112,45,16
112,45,16
112,45,16
160,32,16
160,32,16
160,32,16
160,32,16
56,12,32
56,12,32
56,12,32
56,12,32
12,3,128
12,3,128
12,3,128
12,3,128
40,8,64
40,8,64
40,8,64
40,8,64
26,6,64
26,6,64
26,6,64
26,6,64
120,32,32
120,32,32
120,32,32
120,32,32
24,16,16
24,16,16
24,16,16
24,16,16
160,32,64
160,32,64
160,32,64
160,32,64
208,42,8
208,42,8
208,42,8
208,42,8
40,8,64
40,8,64
40,8,64
40,8,64
3,7,128
3,7,128
3,7,128
3,7,128
8,8,64
8,8,64
8,8,64
8,8,64
21,26,32
21,26,32
21,26,32
21,26,32
128,26,32
128,26,32
128,26,32
128,26,32
20,5,512
20,5,512
20,5,512
20,5,512
20,5,64
20,5,64
20,5,64
20,5,64
256,52,16
256,52,16
256,52,16
256,52,16
40,8,64
40,8,64
40,8,64
40,8,64
80,16,64
80,16,64
80,16,64
80,16,64
40,8,64
40,8,64
40,8,64
40,8,64
4,7,64
4,7,64
4,7,64
4,7,64
48,160,1
48,160,1
48,160,1
48,160,1
20,5,512
20,5,512
20,5,512
20,5,512
120,32,32
120,32,32
120,32,32
120,32,32
10,3,128
10,3,128
10,3,128
10,3,128
40,8,64
40,8,64
40,8,64
40,8,64
160,32,16
160,32,16
160,32,16
160,32,16
32,16,32
32,16,32
32,16,32
32,16,32
40,8,64
40,8,64
40,8,64
40,8,64
13,7,64
13,7,64
13,7,64
13,7,64
80,20,16
80,20,16
80,20,16
80,20,16
20,5,256
20,5,256
20,5,256
20,5,256
20,4,64
20,4,64
20,4,64
20,4,64
13,4,256
13,4,256
13,4,256
13,4,256
58,13,64
58,13,64
58,13,64
58,13,64
40,8,64
40,8,64
40,8,64
40,8,64
256,52,1
256,52,1
256,52,1
256,52,1
14,3,128
14,3,128
14,3,128
14,3,128
96,40,16
96,40,16
96,40,16
96,40,16
10,8,32
10,8,32
10,8,32
10,8,32
13,3,128
13,3,128
13,3,128
13,3,128
480,160,1
480,160,1
480,160,1
480,160,1
96,80,1
96,80,1
96,80,1
96,80,1
48,64,16
48,64,16
48,64,16
48,64,16
32,7,64
32,7,64
32,7,64
32,7,64
32,8,32
32,8,32
32,8,32
32,8,32
24,16,64
24,16,64
24,16,64
24,16,64
20,5,256
20,5,256
20,5,256
20,5,256
40,8,64
40,8,64
40,8,64
40,8,64
80,20,64
80,20,64
80,20,64
80,20,64
104,26,32
104,26,32
104,26,32
104,26,32
13,4,256
13,4,256
13,4,256
13,4,256
14,3,128
14,3,128
14,3,128
14,3,128
104,21,16
104,21,16
104,21,16
104,21,16
8,8,32
8,8,32
8,8,32
8,8,32
24,16,64
24,16,64
24,16,64
24,16,64
160,32,64
160,32,64
160,32,64
160,32,64
80,20,16
80,20,16
80,20,16
80,20,16
20,4,128
20,4,128
20,4,128
20,4,128
192,160,8
192,160,8
192,160,8
192,160,8
7,2,64
7,2,64
7,2,64
7,2,64
16,32,64
16,32,64
16,32,64
16,32,64
40,10,32
40,10,32
40,10,32
40,10,32
120,32,32
120,32,32
120,32,32
120,32,32
40,8,64
40,8,64
40,8,64
40,8,64
208,42,8
208,42,8
208,42,8
208,42,8
48,20,128
48,20,128
48,20,128
48,20,128
32,8,32
32,8,32
32,8,32
32,8,32
52,13,64
52,13,64
52,13,64
52,13,64
5,2,64
5,2,64
5,2,64
5,2,64
56,12,64
56,12,64
56,12,64
56,12,64
32,8,32
32,8,32
32,8,32
32,8,32
20,4,64
20,4,64
20,4,64
20,4,64
11,3,256
11,3,256
11,3,256
11,3,256
320,80,1
320,80,1
320,80,1
320,80,1
14,4,128
14,4,128
14,4,128
14,4,128
64,26,32
64,26,32
64,26,32
64,26,32
10,2,64
10,2,64
10,2,64
10,2,64
36,8,64
36,8,64
36,8,64
36,8,64
40,10,128
40,10,128
40,10,128
40,10,128
32,8,32
32,8,32
32,8,32
32,8,32
80,16,64
80,16,64
80,16,64
80,16,64
72,20,64
72,20,64
72,20,64
72,20,64
42,13,64
42,13,64
42,13,64
42,13,64
80,20,64
80,20,64
80,20,64
80,20,64
52,11,32
52,11,32
52,11,32
52,11,32
28,10,32
28,10,32
28,10,32
28,10,32
80,20,128
80,20,128
80,20,128
80,20,128
160,32,16
160,32,16
160,32,16
160,32,16
12,32,32
12,32,32
12,32,32
12,32,32
40,8,64
40,8,64
40,8,64
40,8,64
52,11,32
52,11,32
52,11,32
52,11,32
32,8,32
32,8,32
32,8,32
32,8,32
128,26,32
128,26,32
128,26,32
128,26,32
256,52,1
256,52,1
256,52,1
256,52,1
80,16,64
80,16,64
80,16,64
80,16,64
160,32,64
160,32,64
160,32,64
160,32,64
20,5,256
20,5,256
20,5,256
20,5,256
32,7,128
32,7,128
32,7,128
32,7,128
36,8,64
36,8,64
36,8,64
36,8,64
40,10,256
40,10,256
40,10,256
40,10,256
120,32,32
120,32,32
120,32,32
120,32,32
256,52,1
256,52,1
256,52,1
256,52,1
20,5,256
20,5,256
20,5,256
20,5,256
56,12,64
56,12,64
56,12,64
56,12,64
128,26,32
128,26,32
128,26,32
128,26,32
32,8,32
32,8,32
32,8,32
32,8,32
64,16,64
64,16,64
64,16,64
64,16,64
7,3,256
7,3,256
7,3,256
7,3,256
14,3,128
14,3,128
14,3,128
14,3,128
13,8,32
13,8,32
13,8,32
13,8,32
42,84,1
42,84,1
42,84,1
42,84,1
6,4,64
6,4,64
6,4,64
6,4,64
480,160,8
480,160,8
480,160,8
480,160,8
26,7,128
26,7,128
26,7,128
26,7,128
20,4,64
20,4,64
20,4,64
20,4,64
8,2,64
8,2,64
8,2,64
8,2,64
288,128,8
288,128,8
288,128,8
288,128,8
32,8,32
32,8,32
32,8,32
32,8,32
64,13,64
64,13,64
64,13,64
64,13,64
12,4,128
12,4,128
12,4,128
12,4,128
120,32,32
120,32,32
120,32,32
120,32,32
10,2,64
10,2,64
10,2,64
10,2,64
28,6,64
28,6,64
28,6,64
28,6,64
120,32,32
120,32,32
120,32,32
120,32,32
120,32,32
120,32,32
120,32,32
120,32,32
10,8,32
10,8,32
10,8,32
10,8,32
32,7,64
32,7,64
32,7,64
32,7,64
10,4,64
10,4,64
10,4,64
10,4,64
32,7,64
32,7,64
32,7,64
32,7,64
4,8,64
4,8,64
4,8,64
4,8,64
72,16,32
72,16,32
72,16,32
72,16,32
16,10,128
16,10,128
16,10,128
16,10,128
16,20,128
16,20,128
16,20,128
16,20,128
26,8,32
26,8,32
26,8,32
26,8,32
32,8,128
32,8,128
32,8,128
32,8,128
28,6,128
28,6,128
28,6,128
28,6,128
36,32,32
36,32,32
36,32,32
36,32,32
32,7,128
32,7,128
32,7,128
32,7,128
64,13,64
64,13,64
64,13,64
64,13,64
4,10,128
4,10,128
4,10,128
4,10,128
40,8,64
40,8,64
40,8,64
40,8,64
104,21,16
104,21,16
104,21,16
104,21,16
120,32,32
120,32,32
120,32,32
120,32,32
24,8,64
24,8,64
24,8,64
24,8,64
10,8,38
10,8,38
10,8,38
10,8,38
3,3,256
3,3,256
3,3,256
3,3,256
16,8,64
16,8,64
16,8,64
16,8,64
26,8,32
26,8,32
26,8,32
26,8,32
42,11,32
42,11,32
42,11,32
42,11,32
16,4,64
16,4,64
16,4,64
16,4,64
160,32,64
160,32,64
160,32,64
160,32,64
24,16,32
24,16,32
24,16,32
24,16,32
320,80,1
320,80,1
320,80,1
320,80,1
34,23,32
34,23,32
34,23,32
34,23,32
224,45,16
224,45,16
224,45,16
224,45,16
64,13,64
64,13,64
64,13,64
64,13,64
64,13,32
64,13,32
64,13,32
64,13,32
56,12,32
56,12,32
56,12,32
56,12,32
4,4,64
4,4,64
4,4,64
4,4,64
40,8,64
40,8,64
40,8,64
40,8,64
40,8,64
40,8,64
40,8,64
40,8,64
40,8,64
40,8,64
40,8,64
40,8,64
20,4,64
20,4,64
20,4,64
20,4,64
128,26,32
128,26,32
128,26,32
128,26,32
40,8,32
40,8,32
40,8,32
40,8,32
40,8,64
40,8,64
40,8,64
40,8,64
2,5,256
2,5,256
2,5,256
2,5,256
13,3,256
13,3,256
13,3,256
13,3,256
26,6,64
26,6,64
26,6,64
26,6,64
32,16,64
32,16,64
32,16,64
32,16,64
48,32,64
48,32,64
48,32,64
48,32,64
40,8,64
40,8,64
40,8,64
40,8,64
432,160,8
432,160,8
432,160,8
432,160,8
80,20,64
80,20,64
80,20,64
80,20,64
9,6,128
9,6,128
9,6,128
9,6,128
2,4,128
2,4,128
2,4,128
2,4,128
12,10,128
12,10,128
12,10,128
12,10,128
192,80,1
192,80,1
192,80,1
192,80,1
52,13,64
52,13,64
52,13,64
52,13,64
40,10,256
40,10,256
40,10,256
40,10,256
11,13,64
11,13,64
11,13,64
11,13,64
80,20,16
80,20,16
80,20,16
80,20,16
64,13,64
64,13,64
64,13,64
64,13,64
80,16,64
80,16,64
80,16,64
80,16,64
6,3,128
6,3,128
6,3,128
6,3,128
20,4,64
20,4,64
20,4,64
20,4,64
20,4,64
20,4,64
20,4,64
20,4,64
11,3,128
11,3,128
11,3,128
11,3,128
80,32,64
80,32,64
80,32,64
80,32,64
72,20,32
72,20,32
72,20,32
72,20,32
29,8,32
29,8,32
29,8,32
29,8,32
20,4,64
20,4,64
20,4,64
20,4,64
14,3,128
14,3,128
14,3,128
14,3,128
26,6,128
26,6,128
26,6,128
26,6,128
80,16,64
80,16,64
80,16,64
80,16,64
48,32,32
48,32,32
48,32,32
48,32,32
80,20,64
80,20,64
80,20,64
80,20,64
160,40,64
160,40,64
160,40,64
160,40,64
2,5,512
2,5,512
2,5,512
2,5,512
6,4,64
6,4,64
6,4,64
6,4,64
24,7,128
24,7,128
24,7,128
24,7,128
224,45,16
224,45,16
224,45,16
224,45,16
160,32,64
160,32,64
160,32,64
160,32,64
20,5,256
20,5,256
20,5,256
20,5,256
120,32,32
120,32,32
120,32,32
120,32,32
21,42,8
21,42,8
21,42,8
21,42,8
40,8,32
40,8,32
40,8,32
40,8,32
13,3,256
13,3,256
13,3,256
13,3,256
10,8,32
10,8,32
10,8,32
10,8,32
12,10,64
12,10,64
12,10,64
12,10,64
32,7,64
32,7,64
32,7,64
32,7,64
79,23,16
79,23,16
79,23,16
79,23,16
32,8,32
32,8,32
32,8,32
32,8,32
2,2,64
2,2,64
2,2,64
2,2,64
80,40,64
80,40,64
80,40,64
80,40,64
10,2,64
10,2,64
10,2,64
10,2,64
2,4,128
2,4,128
2,4,128
2,4,128
20,6,128
20,6,128
20,6,128
20,6,128
64,13,64
64,13,64
64,13,64
64,13,64
80,16,64
80,16,64
80,16,64
80,16,64
40,16,64
40,16,64
40,16,64
40,16,64
56,20,64
56,20,64
56,20,64
56,20,64
20,8,128
20,8,128
20,8,128
20,8,128
20,4,64
20,4,64
20,4,64
20,4,64
26,7,128
26,7,128
26,7,128
26,7,128
23,8,32
23,8,32
23,8,32
23,8,32
32,7,64
32,7,64
32,7,64
32,7,64
80,32,16
80,32,16
80,32,16
80,32,16
120,32,32
120,32,32
120,32,32
120,32,32
24,16,64
24,16,64
24,16,64
24,16,64
120,32,32
120,32,32
120,32,32
120,32,32
128,40,16
128,40,16
128,40,16
128,40,16
12,8,64
12,8,64
12,8,64
12,8,64
80,16,64
80,16,64
80,16,64
80,16,64
28,6,64
28,6,64
28,6,64
28,6,64
28,8,64
28,8,64
28,8,64
28,8,64
160,32,16
160,32,16
160,32,16
160,32,16
16,4,64
16,4,64
16,4,64
16,4,64
14,3,128
14,3,128
14,3,128
14,3,128
29,8,38
29,8,38
29,8,38
29,8,38
160,40,64
160,40,64
160,40,64
160,40,64
320,80,1
320,80,1
320,80,1
320,80,1
7,8,32
7,8,32
7,8,32
7,8,32
32,8,32
32,8,32
32,8,32
32,8,32
48,32,32
48,32,32
48,32,32
48,32,32
32,8,32
32,8,32
32,8,32
32,8,32
80,20,128
80,20,128
80,20,128
80,20,128
51,12,32
51,12,32
51,12,32
51,12,32
32,7,64
32,7,64
32,7,64
32,7,64
6,3,128
6,3,128
6,3,128
6,3,128
188,42,8
188,42,8
188,42,8
188,42,8
5,3,128
5,3,128
5,3,128
5,3,128
32,13,32
32,13,32
32,13,32
32,13,32
32,8,32
32,8,32
32,8,32
32,8,32
120,32,32
120,32,32
120,32,32
120,32,32
20,8,64
20,8,64
20,8,64
20,8,64
20,4,64
20,4,64
20,4,64
20,4,64
4,8,32
4,8,32
4,8,32
4,8,32
11,6,64
11,6,64
11,6,64
11,6,64
7,7,64
7,7,64
7,7,64
7,7,64
20,5,512
20,5,512
20,5,512
20,5,512
32,20,64
32,20,64
32,20,64
32,20,64
32,8,32
32,8,32
32,8,32
32,8,32
80,16,64
80,16,64
80,16,64
80,16,64
64,13,64
64,13,64
64,13,64
64,13,64
40,10,32
40,10,32
40,10,32
40,10,32
13,3,384
13,3,384
13,3,384
13,3,384
120,32,32
120,32,32
120,32,32
120,32,32
32,8,32
32,8,32
32,8,32
32,8,32
160,32,16
160,32,16
160,32,16
160,32,16
80,16,64
80,16,64
80,16,64
80,16,64
40,8,64
40,8,64
40,8,64
40,8,64
36,8,64
36,8,64
36,8,64
36,8,64
20,5,512
20,5,512
20,5,512
20,5,512
64,16,32
64,16,32
64,16,32
64,16,32
40,8,32
40,8,32
40,8,32
40,8,32
48,16,64
48,16,64
48,16,64
48,16,64
60,32,32
60,32,32
60,32,32
60,32,32
26,6,64
26,6,64
26,6,64
26,6,64
384,128,8
384,128,8
384,128,8
384,128,8
32,7,64
32,7,64
32,7,64
32,7,64
80,16,64
80,16,64
80,16,64
80,16,64
20,4,64
20,4,64
20,4,64
20,4,64
7,3,128
7,3,128
7,3,128
7,3,128
160,32,16
160,32,16
160,32,16
160,32,16
32,8,128
32,8,128
32,8,128
32,8,128
480,128,8
480,128,8
480,128,8
480,128,8
24,8,32
24,8,32
24,8,32
24,8,32
32,8,128
32,8,128
32,8,128
32,8,128
32,7,128
32,7,128
32,7,128
32,7,128
160,40,16
160,40,16
160,40,16
160,40,16
13,3,256
13,3,256
13,3,256
13,3,256
256,52,16
256,52,16
256,52,16
256,52,16
104,21,16
104,21,16
104,21,16
104,21,16
24,6,64
24,6,64
24,6,64
24,6,64
23,6,64
23,6,64
23,6,64
23,6,64
208,42,8
208,42,8
208,42,8
208,42,8
64,13,64
64,13,64
64,13,64
64,13,64
32,7,64
32,7,64
32,7,64
32,7,64
120,32,32
120,32,32
120,32,32
120,32,32
80,20,16
80,20,16
80,20,16
80,20,16
32,8,32
32,8,32
32,8,32
32,8,32
80,16,64
80,16,64
80,16,64
80,16,64
320,80,1
320,80,1
320,80,1
320,80,1
52,11,32
52,11,32
52,11,32
52,11,32
26,8,38
26,8,38
26,8,38
26,8,38
24,8,64
24,8,64
24,8,64
24,8,64
160,32,64
160,32,64
160,32,64
160,32,64
104,26,32
104,26,32
104,26,32
104,26,32
10,5,512
10,5,512
10,5,512
10,5,512
29,7,64
29,7,64
29,7,64
29,7,64
128,32,64
128,32,64
128,32,64
128,32,64
32,10,128
32,10,128
32,10,128
32,10,128
21,21,16
21,21,16
21,21,16
21,21,16
480,160,1
480,160,1
480,160,1
480,160,1
32,8,38
32,8,38
32,8,38
32,8,38
42,21,16
42,21,16
42,21,16
42,21,16
17,6,128
17,6,128
17,6,128
17,6,128
112,32,64
112,32,64
112,32,64
112,32,64
104,21,16
104,21,16
104,21,16
104,21,16
256,52,1
256,52,1
256,52,1
256,52,1
160,32,64
160,32,64
160,32,64
160,32,64
4,2,64
4,2,64
4,2,64
4,2,64
52,13,64
52,13,64
52,13,64
52,13,64
23,8,32
23,8,32
23,8,32
23,8,32
13,3,256
13,3,256
13,3,256
13,3,256
32,8,128
32,8,128
32,8,128
32,8,128
120,32,32
120,32,32
120,32,32
120,32,32
480,128,8
480,128,8
480,128,8
480,128,8
16,40,64
16,40,64
16,40,64
16,40,64
20,5,256
20,5,256
20,5,256
20,5,256
120,32,32
120,32,32
120,32,32
120,32,32
13,4,256
13,4,256
13,4,256
13,4,256
10,5,128
10,5,128
10,5,128
10,5,128
112,23,32
112,23,32
112,23,32
112,23,32
20,8,64
20,8,64
20,8,64
20,8,64
56,16,32
56,16,32
56,16,32
56,16,32
32,8,32
32,8,32
32,8,32
32,8,32
4,8,32
4,8,32
4,8,32
4,8,32
20,4,64
20,4,64
20,4,64
20,4,64
32,8,32
32,8,32
32,8,32
32,8,32
12,3,128
12,3,128
12,3,128
12,3,128
20,4,64
20,4,64
20,4,64
20,4,64
80,20,32
80,20,32
80,20,32
80,20,32
80,16,64
80,16,64
80,16,64
80,16,64
64,13,64
64,13,64
64,13,64
64,13,64
14,4,64
14,4,64
14,4,64
14,4,64
4,3,256
4,3,256
4,3,256
4,3,256
80,20,32
80,20,32
80,20,32
80,20,32
20,4,64
20,4,64
20,4,64
20,4,64
20,4,128
20,4,128
20,4,128
20,4,128
20,4,64
20,4,64
20,4,64
20,4,64
96,160,8
96,160,8
96,160,8
96,160,8
32,8,32
32,8,32
32,8,32
32,8,32
24,32,32
24,32,32
24,32,32
24,32,32
157,45,16
157,45,16
157,45,16
157,45,16
7,3,128
7,3,128
7,3,128
7,3,128
160,32,64
160,32,64
160,32,64
160,32,64
108,32,32
108,32,32
108,32,32
108,32,32
13,8,32
13,8,32
13,8,32
13,8,32
20,5,512
20,5,512
20,5,512
20,5,512
16,8,32
16,8,32
16,8,32
16,8,32
56,16,64
56,16,64
56,16,64
56,16,64
240,64,16
240,64,16
240,64,16
240,64,16
45,23,16
45,23,16
45,23,16
45,23,16
3,6,64
3,6,64
3,6,64
3,6,64
40,8,64
40,8,64
40,8,64
40,8,64
13,4,256
13,4,256
13,4,256
13,4,256
20,4,128
20,4,128
20,4,128
20,4,128
120,32,32
120,32,32
120,32,32
120,32,32
16,16,64
16,16,64
16,16,64
16,16,64
40,10,32
40,10,32
40,10,32
40,10,32
13,3,128
13,3,128
13,3,128
13,3,128
104,21,16
104,21,16
104,21,16
104,21,16
14,3,128
14,3,128
14,3,128
14,3,128
40,8,64
40,8,64
40,8,64
40,8,64
12,8,64
12,8,64
12,8,64
12,8,64
240,64,16
240,64,16
240,64,16
240,64,16
56,12,32
56,12,32
56,12,32
56,12,32
160,32,16
160,32,16
160,32,16
160,32,16
12,4,64
12,4,64
12,4,64
12,4,64
32,8,32
32,8,32
32,8,32
32,8,32
480,128,8
480,128,8
480,128,8
480,128,8
32,7,64
32,7,64
32,7,64
32,7,64
64,20,64
64,20,64
64,20,64
64,20,64
7,8,32
7,8,32
7,8,32
7,8,32
104,26,32
104,26,32
104,26,32
104,26,32
240,64,16
240,64,16
240,64,16
240,64,16
64,13,64
64,13,64
64,13,64
64,13,64
2,4,64
2,4,64
2,4,64
2,4,64
120,32,32
120,32,32
120,32,32
120,32,32
32,7,128
32,7,128
32,7,128
32,7,128
64,13,64
64,13,64
64,13,64
64,13,64
20,4,64
20,4,64
20,4,64
20,4,64
10,4,64
10,4,64
10,4,64
10,4,64
13,3,128
13,3,128
13,3,128
13,3,128
20,4,128
20,4,128
20,4,128
20,4,128
13,7,64
13,7,64
13,7,64
13,7,64
20,4,64
20,4,64
20,4,64
20,4,64
120,32,32
120,32,32
120,32,32
120,32,32
6,5,256
6,5,256
6,5,256
6,5,256
16,16,64
16,16,64
16,16,64
16,16,64
20,5,128
20,5,128
20,5,128
20,5,128
120,32,32
120,32,32
120,32,32
120,32,32
32,7,64
32,7,64
32,7,64
32,7,64
24,20,64
24,20,64
24,20,64
24,20,64
20,4,128
20,4,128
20,4,128
20,4,128
4,10,128
4,10,128
4,10,128
4,10,128
23,12,64
23,12,64
23,12,64
23,12,64
16,8,32
16,8,32
16,8,32
16,8,32
48,40,64
48,40,64
48,40,64
48,40,64
112,23,32
112,23,32
112,23,32
112,23,32
13,3,128
13,3,128
13,3,128
13,3,128
80,16,64
80,16,64
80,16,64
80,16,64
32,8,32
32,8,32
32,8,32
32,8,32
120,32,32
120,32,32
120,32,32
120,32,32
56,12,64
56,12,64
56,12,64
56,12,64
80,20,64
80,20,64
80,20,64
80,20,64
80,16,64
80,16,64
80,16,64
80,16,64
13,3,128
13,3,128
13,3,128
13,3,128
416,84,1
416,84,1
416,84,1
416,84,1
52,11,32
52,11,32
52,11,32
52,11,32
108,32,32
108,32,32
108,32,32
108,32,32
20,5,512
20,5,512
20,5,512
20,5,512
160,32,64
160,32,64
160,32,64
160,32,64
8,16,64
8,16,64
8,16,64
8,16,64
84,26,32
84,26,32
84,26,32
84,26,32
20,5,64
20,5,64
20,5,64
20,5,64
7,3,128
7,3,128
7,3,128
7,3,128
12,4,256
12,4,256
12,4,256
12,4,256
40,10,128
40,10,128
40,10,128
40,10,128
32,8,38
32,8,38
32,8,38
32,8,38
8,8,64
8,8,64
8,8,64
8,8,64
160,32,64
160,32,64
160,32,64
160,32,64
112,23,16
112,23,16
112,23,16
112,23,16
14,4,64
14,4,64
14,4,64
14,4,64
205,52,16
205,52,16
205,52,16
205,52,16
56,12,32
56,12,32
56,12,32
56,12,32
28,6,128
28,6,128
28,6,128
28,6,128
13,3,384
13,3,384
13,3,384
13,3,384
120,32,32
120,32,32
120,32,32
120,32,32
416,84,1
416,84,1
416,84,1
416,84,1
32,8,38
32,8,38
32,8,38
32,8,38
13,8,32
13,8,32
13,8,32
13,8,32
40,8,64
40,8,64
40,8,64
40,8,64
80,20,64
80,20,64
80,20,64
80,20,64
160,40,16
160,40,16
160,40,16
160,40,16
64,40,16
64,40,16
64,40,16
64,40,16
12,32,32
12,32,32
12,32,32
12,32,32
120,32,32
120,32,32
120,32,32
120,32,32
40,8,64
40,8,64
40,8,64
40,8,64
80,20,64
80,20,64
80,20,64
80,20,64
80,16,64
80,16,64
80,16,64
80,16,64
160,32,64
160,32,64
160,32,64
160,32,64
32,8,32
32,8,32
32,8,32
32,8,32
40,8,32
40,8,32
40,8,32
40,8,32
80,16,64
80,16,64
80,16,64
80,16,64
32,8,32
32,8,32
32,8,32
32,8,32
3,3,384
3,3,384
3,3,384
3,3,384
56,12,64
56,12,64
56,12,64
56,12,64
10,2,64
10,2,64
10,2,64
10,2,64
32,8,32
32,8,32
32,8,32
32,8,32
160,32,64
160,32,64
160,32,64
160,32,64
7,13,64
7,13,64
7,13,64
7,13,64
40,8,32
40,8,32
40,8,32
40,8,32
13,4,256
13,4,256
13,4,256
13,4,256
20,4,64
20,4,64
20,4,64
20,4,64
40,20,64
40,20,64
40,20,64
40,20,64
32,8,32
32,8,32
32,8,32
32,8,32
7,8,32
7,8,32
7,8,32
7,8,32
2,3,128
2,3,128
2,3,128
2,3,128
28,6,128
28,6,128
28,6,128
28,6,128
2,3,256
2,3,256
2,3,256
2,3,256
120,32,32
120,32,32
120,32,32
120,32,32
26,6,64
26,6,64
26,6,64
26,6,64
120,32,32
120,32,32
120,32,32
120,32,32
96,32,64
96,32,64
96,32,64
96,32,64
160,32,64
160,32,64
160,32,64
160,32,64
10,8,128
10,8,128
10,8,128
10,8,128
4,8,64
4,8,64
4,8,64
4,8,64
32,7,128
32,7,128
32,7,128
32,7,128
13,4,256
13,4,256
13,4,256
13,4,256
32,8,32
32,8,32
32,8,32
32,8,32
3,2,64
3,2,64
3,2,64
3,2,64
64,20,128
64,20,128
64,20,128
64,20,128
34,12,32
34,12,32
34,12,32
34,12,32
20,5,128
20,5,128
20,5,128
20,5,128
10,2,64
10,2,64
10,2,64
10,2,64
80,16,64
80,16,64
80,16,64
80,16,64
40,8,64
40,8,64
40,8,64
40,8,64
64,80,1
64,80,1
64,80,1
64,80,1
64,32,64
64,32,64
64,32,64
64,32,64
4,8,64
4,8,64
4,8,64
4,8,64
144,40,16
144,40,16
144,40,16
144,40,16
224,45,16
224,45,16
224,45,16
224,45,16
112,32,16
112,32,16
112,32,16
112,32,16
7,8,38
7,8,38
7,8,38
7,8,38
10,3,128
10,3,128
10,3,128
10,3,128
64,13,32
64,13,32
64,13,32
64,13,32
32,10,32
32,10,32
32,10,32
32,10,32
128,32,64
128,32,64
128,32,64
128,32,64
20,4,64
20,4,64
20,4,64
20,4,64
120,32,32
120,32,32
120,32,32
120,32,32
8,8,64
8,8,64
8,8,64
8,8,64
52,13,64
52,13,64
52,13,64
52,13,64
16,8,32
16,8,32
16,8,32
16,8,32
16,8,64
16,8,64
16,8,64
16,8,64
416,84,1
416,84,1
416,84,1
416,84,1
480,160,1
480,160,1
480,160,1
480,160,1
12,10,32
12,10,32
12,10,32
12,10,32
80,16,16
80,16,16
80,16,16
80,16,16
40,8,64
40,8,64
40,8,64
40,8,64
52,21,16
52,21,16
52,21,16
52,21,16
32,7,64
32,7,64
32,7,64
32,7,64
20,5,256
20,5,256
20,5,256
20,5,256
20,5,128
20,5,128
20,5,128
20,5,128
13,3,128
13,3,128
13,3,128
13,3,128
24,20,64
24,20,64
24,20,64
24,20,64
10,2,64
10,2,64
10,2,64
10,2,64
40,8,32
40,8,32
40,8,32
40,8,32
40,10,256
40,10,256
40,10,256
40,10,256
12,3,128
12,3,128
12,3,128
12,3,128
16,7,64
16,7,64
16,7,64
16,7,64
320,80,1
320,80,1
320,80,1
320,80,1
20,5,128
20,5,128
20,5,128
20,5,128
32,8,32
32,8,32
32,8,32
32,8,32
4,8,64
4,8,64
4,8,64
4,8,64
80,16,64
80,16,64
80,16,64
80,16,64
6,4,64
6,4,64
6,4,64
6,4,64
20,4,128
20,4,128
20,4,128
20,4,128
320,80,1
320,80,1
320,80,1
320,80,1
84,32,32
84,32,32
84,32,32
84,32,32
80,20,64
80,20,64
80,20,64
80,20,64
80,16,32
80,16,32
80,16,32
80,16,32
32,8,38
32,8,38
32,8,38
32,8,38
94,26,32
94,26,32
94,26,32
94,26,32
13,3,128
13,3,128
13,3,128
13,3,128
56,12,64
56,12,64
56,12,64
56,12,64
160,40,64
160,40,64
160,40,64
160,40,64
24,64,16
24,64,16
24,64,16
24,64,16
24,8,64
24,8,64
24,8,64
24,8,64
36,32,32
36,32,32
36,32,32
36,32,32
26,6,64
26,6,64
26,6,64
26,6,64
56,12,64
56,12,64
56,12,64
56,12,64
40,8,64
40,8,64
40,8,64
40,8,64
14,4,64
14,4,64
14,4,64
14,4,64
26,8,32
26,8,32
26,8,32
26,8,32
112,23,32
112,23,32
112,23,32
112,23,32
6,3,128
6,3,128
6,3,128
6,3,128
28,6,128
28,6,128
28,6,128
28,6,128
104,26,32
104,26,32
104,26,32
104,26,32
32,8,64
32,8,64
32,8,64
32,8,64
160,32,64
160,32,64
160,32,64
160,32,64
80,16,32
80,16,32
80,16,32
80,16,32
40,8,64
40,8,64
40,8,64
40,8,64
13,3,384
13,3,384
13,3,384
13,3,384
64,26,16
64,26,16
64,26,16
64,26,16
32,8,32
32,8,32
32,8,32
32,8,32
24,32,32
24,32,32
24,32,32
24,32,32
160,32,64
160,32,64
160,32,64
160,32,64
10,8,32
10,8,32
10,8,32
10,8,32
336,128,8
336,128,8
336,128,8
336,128,8
13,3,128
13,3,128
13,3,128
13,3,128
120,32,32
120,32,32
120,32,32
120,32,32
2,4,64
2,4,64
2,4,64
2,4,64
80,20,64
80,20,64
80,20,64
80,20,64
64,40,64
64,40,64
64,40,64
64,40,64
13,3,128
13,3,128
13,3,128
13,3,128
4,2,64
4,2,64
4,2,64
4,2,64
10,2,64
10,2,64
10,2,64
10,2,64
24,8,64
24,8,64
24,8,64
24,8,64
12,8,64
12,8,64
12,8,64
12,8,64
56,12,64
56,12,64
56,12,64
56,12,64
160,32,64
160,32,64
160,32,64
160,32,64
112,32,64
112,32,64
112,32,64
112,32,64
26,6,64
26,6,64
26,6,64
26,6,64
64,13,64
64,13,64
64,13,64
64,13,64
80,16,64
80,16,64
