OH,OWB,ICB,OCB
160,40,16,7
160,40,16,7
160,40,16,7
160,40,16,7
160,40,16,7
4,5,512,128
4,5,512,128
4,5,512,128
4,5,512,128
4,5,512,128
80,40,16,64
80,40,16,64
80,40,16,64
80,40,16,64
80,40,16,64
32,8,38,7
32,8,38,7
32,8,38,7
32,8,38,7
32,8,38,7
4,7,64,64
4,7,64,64
4,7,64,64
4,7,64,64
4,7,64,64
208,42,8,16
208,42,8,16
208,42,8,16
208,42,8,16
208,42,8,16
10,4,64,16
10,4,64,16
10,4,64,16
10,4,64,16
10,4,64,16
120,32,32,4
120,32,32,4
120,32,32,4
120,32,32,4
120,32,32,4
14,3,128,116
14,3,128,116
14,3,128,116
14,3,128,116
14,3,128,116
10,2,64,20
10,2,64,20
10,2,64,20
10,2,64,20
10,2,64,20
160,40,64,15
160,40,64,15
160,40,64,15
160,40,64,15
160,40,64,15
40,8,64,39
40,8,64,39
40,8,64,39
40,8,64,39
40,8,64,39
20,5,64,103
20,5,64,103
20,5,64,103
20,5,64,103
20,5,64,103
80,16,64,26
80,16,64,26
80,16,64,26
80,16,64,26
80,16,64,26
4,7,128,64
4,7,128,64
4,7,128,64
4,7,128,64
4,7,128,64
23,8,32,6
23,8,32,6
23,8,32,6
23,8,32,6
23,8,32,6
8,4,64,64
8,4,64,64
8,4,64,64
8,4,64,64
8,4,64,64
56,12,64,64
56,12,64,64
56,12,64,64
56,12,64,64
56,12,64,64
64,13,64,26
64,13,64,26
64,13,64,26
64,13,64,26
64,13,64,26
104,21,16,26
104,21,16,26
104,21,16,26
104,21,16,26
104,21,16,26
231,52,16,16
231,52,16,16
231,52,16,16
231,52,16,16
231,52,16,16
14,3,128,77
14,3,128,77
14,3,128,77
14,3,128,77
14,3,128,77
20,4,64,20
20,4,64,20
20,4,64,20
20,4,64,20
20,4,64,20
104,21,16,4
104,21,16,4
104,21,16,4
104,21,16,4
104,21,16,4
64,80,1,16
64,80,1,16
64,80,1,16
64,80,1,16
64,80,1,16
20,8,64,64
20,8,64,64
20,8,64,64
20,8,64,64
20,8,64,64
26,13,64,32
26,13,64,32
26,13,64,32
26,13,64,32
26,13,64,32
77,26,32,32
77,26,32,32
77,26,32,32
77,26,32,32
77,26,32,32
4,4,256,128
4,4,256,128
4,4,256,128
4,4,256,128
4,4,256,128
80,16,64,2
80,16,64,2
80,16,64,2
80,16,64,2
80,16,64,2
13,3,128,52
13,3,128,52
13,3,128,52
13,3,128,52
13,3,128,52
28,6,64,77
28,6,64,77
28,6,64,77
28,6,64,77
28,6,64,77
13,8,128,6
13,8,128,6
13,8,128,6
13,8,128,6
13,8,128,6
240,64,16,10
240,64,16,10
240,64,16,10
240,64,16,10
240,64,16,10
20,4,64,3
20,4,64,3
20,4,64,3
20,4,64,3
20,4,64,3
3,6,64,128
3,6,64,128
3,6,64,128
3,6,64,128
3,6,64,128
28,6,64,52
28,6,64,52
28,6,64,52
28,6,64,52
28,6,64,52
416,84,1,3
416,84,1,3
416,84,1,3
416,84,1,3
416,84,1,3
10,2,64,13
10,2,64,13
10,2,64,13
10,2,64,13
10,2,64,13
12,3,128,128
12,3,128,128
12,3,128,128
12,3,128,128
12,3,128,128
28,8,64,64
28,8,64,64
28,8,64,64
28,8,64,64
28,8,64,64
20,5,512,39
20,5,512,39
20,5,512,39
20,5,512,39
20,5,512,39
480,160,8,1
480,160,8,1
480,160,8,1
480,160,8,1
480,160,8,1
28,6,64,26
28,6,64,26
28,6,64,26
28,6,64,26
28,6,64,26
16,8,32,32
16,8,32,32
16,8,32,32
16,8,32,32
16,8,32,32
16,8,32,32
16,8,32,32
16,8,32,32
16,8,32,32
16,8,32,32
20,5,256,128
20,5,256,128
20,5,256,128
20,5,256,128
20,5,256,128
3,6,64,128
3,6,64,128
3,6,64,128
3,6,64,128
3,6,64,128
10,2,64,13
10,2,64,13
10,2,64,13
10,2,64,13
10,2,64,13
28,6,128,26
28,6,128,26
28,6,128,26
28,6,128,26
28,6,128,26
40,10,128,64
40,10,128,64
40,10,128,64
40,10,128,64
40,10,128,64
16,5,512,128
16,5,512,128
16,5,512,128
16,5,512,128
16,5,512,128
7,3,256,256
7,3,256,256
7,3,256,256
7,3,256,256
7,3,256,256
11,26,32,16
11,26,32,16
11,26,32,16
11,26,32,16
11,26,32,16
13,3,256,256
13,3,256,256
13,3,256,256
13,3,256,256
13,3,256,256
39,13,64,64
39,13,64,64
39,13,64,64
39,13,64,64
39,13,64,64
16,8,32,32
16,8,32,32
16,8,32,32
16,8,32,32
16,8,32,32
160,32,64,64
160,32,64,64
160,32,64,64
160,32,64,64
160,32,64,64
16,16,64,16
16,16,64,16
16,16,64,16
16,16,64,16
16,16,64,16
40,8,64,20
40,8,64,20
40,8,64,20
40,8,64,20
40,8,64,20
8,16,64,16
8,16,64,16
8,16,64,16
8,16,64,16
8,16,64,16
12,3,384,256
12,3,384,256
12,3,384,256
12,3,384,256
12,3,384,256
26,6,64,116
26,6,64,116
26,6,64,116
26,6,64,116
26,6,64,116
96,32,32,32
96,32,32,32
96,32,32,32
96,32,32,32
96,32,32,32
58,13,32,64
58,13,32,64
58,13,32,64
58,13,32,64
58,13,32,64
80,16,64,13
80,16,64,13
80,16,64,13
80,16,64,13
80,16,64,13
16,16,64,2
16,16,64,2
16,16,64,2
16,16,64,2
16,16,64,2
40,10,32,103
40,10,32,103
40,10,32,103
40,10,32,103
40,10,32,103
80,16,64,1
80,16,64,1
80,16,64,1
80,16,64,1
80,16,64,1
10,5,64,256
10,5,64,256
10,5,64,256
10,5,64,256
10,5,64,256
2,4,64,32
2,4,64,32
2,4,64,32
2,4,64,32
2,4,64,32
20,4,64,1
20,4,64,1
20,4,64,1
20,4,64,1
20,4,64,1
160,32,64,2
160,32,64,2
160,32,64,2
160,32,64,2
160,32,64,2
12,32,32,32
12,32,32,32
12,32,32,32
12,32,32,32
12,32,32,32
32,32,64,16
32,32,64,16
32,32,64,16
32,32,64,16
32,32,64,16
160,40,16,16
160,40,16,16
160,40,16,16
160,40,16,16
160,40,16,16
26,6,128,128
26,6,128,128
26,6,128,128
26,6,128,128
26,6,128,128
20,4,64,45
20,4,64,45
20,4,64,45
20,4,64,45
20,4,64,45
56,12,32,39
56,12,32,39
56,12,32,39
56,12,32,39
56,12,32,39
20,8,32,32
20,8,32,32
20,8,32,32
20,8,32,32
20,8,32,32
80,16,64,2
80,16,64,2
80,16,64,2
80,16,64,2
80,16,64,2
160,32,16,15
160,32,16,15
160,32,16,15
160,32,16,15
160,32,16,15
56,16,32,32
56,16,32,32
56,16,32,32
56,16,32,32
56,16,32,32
80,20,32,90
80,20,32,90
80,20,32,90
80,20,32,90
80,20,32,90
26,13,64,64
26,13,64,64
26,13,64,64
26,13,64,64
26,13,64,64
32,7,64,64
32,7,64,64
32,7,64,64
32,7,64,64
32,7,64,64
13,3,128,52
13,3,128,52
13,3,128,52
13,3,128,52
13,3,128,52
40,8,64,26
40,8,64,26
40,8,64,26
40,8,64,26
40,8,64,26
80,20,32,26
80,20,32,26
80,20,32,26
80,20,32,26
80,20,32,26
13,3,256,77
13,3,256,77
13,3,256,77
13,3,256,77
13,3,256,77
32,8,32,10
32,8,32,10
32,8,32,10
32,8,32,10
32,8,32,10
51,12,32,64
51,12,32,64
51,12,32,64
51,12,32,64
51,12,32,64
6,11,32,64
6,11,32,64
6,11,32,64
6,11,32,64
6,11,32,64
23,7,64,64
23,7,64,64
23,7,64,64
23,7,64,64
23,7,64,64
20,5,512,64
20,5,512,64
20,5,512,64
20,5,512,64
20,5,512,64
160,32,64,26
160,32,64,26
160,32,64,26
160,32,64,26
160,32,64,26
1,2,64,32
1,2,64,32
1,2,64,32
1,2,64,32
1,2,64,32
120,32,32,13
120,32,32,13
120,32,32,13
120,32,32,13
120,32,32,13
32,8,32,5
32,8,32,5
32,8,32,5
32,8,32,5
32,8,32,5
28,12,32,64
28,12,32,64
28,12,32,64
28,12,32,64
28,12,32,64
128,26,16,26
128,26,16,26
128,26,16,26
128,26,16,26
128,26,16,26
56,20,64,64
56,20,64,64
56,20,64,64
56,20,64,64
56,20,64,64
48,32,16,16
48,32,16,16
48,32,16,16
48,32,16,16
48,32,16,16
80,16,16,2
80,16,16,2
80,16,16,2
80,16,16,2
80,16,16,2
68,45,1,16
68,45,1,16
68,45,1,16
68,45,1,16
68,45,1,16
64,20,64,128
64,20,64,128
64,20,64,128
64,20,64,128
64,20,64,128
64,16,32,32
64,16,32,32
64,16,32,32
64,16,32,32
64,16,32,32
6,3,128,256
6,3,128,256
6,3,128,256
6,3,128,256
6,3,128,256
40,8,64,64
40,8,64,64
40,8,64,64
40,8,64,64
40,8,64,64
9,2,64,16
9,2,64,16
9,2,64,16
9,2,64,16
9,2,64,16
32,8,32,20
32,8,32,20
32,8,32,20
32,8,32,20
32,8,32,20
24,16,16,16
24,16,16,16
24,16,16,16
24,16,16,16
24,16,16,16
336,160,1,8
336,160,1,8
336,160,1,8
336,160,1,8
336,160,1,8
12,32,32,32
12,32,32,32
12,32,32,32
12,32,32,32
12,32,32,32
112,23,16,4
112,23,16,4
112,23,16,4
112,23,16,4
112,23,16,4
5,3,128,128
5,3,128,128
5,3,128,128
5,3,128,128
5,3,128,128
40,8,64,4
