OH
40
26
63
20
16
7
48
13
240
11
26
224
72
6
40
80
77
80
160
36
32
29
48
480
7
48
416
23
80
56
32
120
160
416
16
10
202
64
26
80
8
13
48
96
32
112
6
10
10
32
13
28
128
40
120
256
128
192
42
5
12
32
32
20
80
56
20
160
40
20
13
128
42
20
96
64
64
20
10
16
37
80
8
26
80
120
9
32
40
40
64
32
120
40
40
45
48
16
29
20
84
112
160
4
8
32
5
144
13
192
48
32
112
12
13
16
8
32
32
23
10
20
12
13
80
12
32
80
80
32
96
14
13
40
480
6
12
16
120
32
20
120
14
40
32
4
40
16
36
120
20
32
10
40
60
14
56
20
40
40
14
12
56
160
80
20
40
32
36
26
73
64
10
16
24
32
13
10
84
29
16
80
16
16
6
112
6
32
24
32
47
32
128
10
160
36
16
13
10
8
231
29
20
188
13
80
4
13
40
4
40
28
40
208
80
480
40
3
63
32
56
64
14
20
2
32
24
40
12
32
20
80
160
26
26
32
17
64
20
64
40
160
72
103
10
16
128
20
52
112
10
128
20
256
40
40
104
120
160
32
40
160
40
3
32
23
16
2
20
160
112
2
480
14
26
48
480
13
14
128
192
40
104
10
40
108
10
64
160
12
13
80
36
20
16
120
256
79
480
480
24
104
10
60
4
20
20
104
80
4
72
20
72
11
80
7
20
80
14
48
32
8
120
20
32
20
90
120
16
48
20
40
32
20
80
40
32
18
80
120
14
52
24
13
14
8
23
12
48
16
120
40
4
80
20
32
120
20
13
160
64
20
80
3
112
14
10
120
160
80
64
32
24
160
40
160
23
60
16
24
7
20
11
6
120
20
40
32
28
104
20
224
40
160
28
52
32
26
10
128
160
4
80
128
94
36
48
4
80
26
40
32
32
160
20
12
160
84
13
56
32
128
160
20
104
13
10
80
128
20
16
40
32
11
26
80
40
80
32
40
32
32
64
104
120
10
32
26
120
32
28
16
32
13
72
208
16
160
29
16
32
48
56
2
21
96
80
7
20
256
20
8
26
120
384
26
160
72
48
40
26
120
40
32
120
12
112
32
26
160
288
128
80
52
13
6
48
120
160
64
