OH
40
32
160
80
80
32
20
32
80
16
10
120
160
8
160
20
29
32
40
160
13
23
12
8
10
160
128
26
42
32
80
120
16
8
416
8
14
52
14
10
112
56
36
160
13
28
32
21
68
160
26
80
32
28
24
9
80
224
32
13
32
64
16
14
72
32
20
240
52
29
20
8
112
14
11
20
26
120
68
40
32
32
20
120
80
40
52
13
34
160
8
120
12
160
20
40
128
32
40
17
13
32
20
32
480
13
112
32
26
120
1
80
128
224
20
20
80
17
45
56
80
32
20
16
10
160
80
80
160
28
104
160
40
40
32
8
24
12
231
160
480
20
160
20
36
40
6
32
20
64
120
40
160
16
20
40
3
24
14
120
26
480
13
32
160
20
120
480
120
14
16
103
80
80
7
480
32
20
32
32
2
16
8
144
40
32
80
16
6
80
36
34
208
8
32
40
5
48
26
21
96
5
12
32
32
40
64
52
40
32
20
26
40
40
8
32
32
36
32
8
160
11
10
10
14
96
80
4
10
26
16
7
120
48
36
79
32
56
45
320
32
40
416
4
36
12
20
52
32
10
13
40
116
13
20
9
32
160
40
80
240
72
32
80
8
80
104
80
20
56
128
7
32
80
48
3
192
18
10
103
16
167
16
28
56
40
375
84
26
6
240
16
13
120
72
32
13
16
120
7
32
120
64
13
128
3
3
40
120
20
224
18
104
6
40
32
80
52
32
40
10
10
80
2
13
40
2
96
80
84
42
2
13
29
56
80
40
8
80
120
6
80
4
32
20
10
14
32
135
10
32
40
45
240
32
16
40
23
40
40
48
10
80
32
160
10
52
120
64
32
20
64
14
40
216
2
60
80
64
77
120
416
84
21
80
5
80
160
80
20
13
20
56
80
240
167
160
10
12
112
40
144
23
36
20
24
24
32
13
4
56
120
160
160
32
14
80
160
16
29
64
10
40
48
112
12
480
28
80
39
10
32
7
32
32
32
10
32
40
7
20
12
20
26
80
8
20
36
2
40
13
32
64
32
40
16
28
16
60
20
20
80
160
16
58
32
10
112
60
80
160
48
48
32
77
32
29
11
20
40
20
6
16
40
20
104
20
120
80
160
64
26
32
32
40
11
10
13
120
32
32
8
20
80
120
112
80
16
14
56
20
480
10
13
40
20
84
72
12
128
64
20
42
64
13
20
160
40
14
108
160
28
4
29
112
13
2
32
10
108
80
80
32
13
56
480
32
26
16
256
2
13
39
40
4
120
128
24
8
128
8
120
120
26
12
26
96
64
7
16
20
20
224
10
24
80
10
56
26
120
40
112
160
7
384
13
14
20
29
64
4
9
26
64
32
12
10
80
23
13
80
4
160
4
64
16
21
8
120
4
3
4
7
160
32
20
160
20
13
32
20
144
20
72
39
29
20
23
10
128
32
16
64
224
160
208
96
32
32
120
1
8
40
16
10
10
11
28
12
125
72
79
20
40
2
14
32
20
20
4
40
416
26
10
8
13
36
26
14
120
10
20
18
32
320
32
13
32
20
20
32
32
40
20
64
40
64
28
160
13
64
48
48
94
160
32
26
12
14
20
80
20
10
32
20
120
40
120
10
224
13
4
112
28
40
3
13
20
32
36
160
20
24
2
160
48
256
160
80
160
13
120
10
20
10
18
14
48
20
19
4
48
12
32
108
120
12
10
40
120
80
8
205
64
2
32
63
32
56
80
20
32
13
205
112
56
26
16
20
32
64
4
10
20
40
24
42
8
80
5
112
40
80
64
256
80
160
20
336
40
40
3
7
20
32
224
2
56
32
64
160
23
26
40
40
480
12
20
12
160
160
48
7
40
12
26
160
128
80
56
32
10
12
2
104
14
80
6
48
26
160
104
23
10
416
8
32
120
10
32
64
14
32
32
11
32
56
208
8
16
20
10
108
28
80
10
160
64
56
160
40
14
10
8
160
26
480
480
80
20
56
10
52
26
7
32
14
108
40
1
160
26
52
23
13
96
160
120
120
20
7
90
26
6
13
120
52
36
10
24
40
104
16
144
120
224
20
72
24
20
80
80
480
24
32
72
96
20
32
32
32
2
32
160
13
52
12
64
20
288
160
7
160
120
120
47
120
13
80
80
8
104
32
480
48
12
32
120
7
64
160
40
16
160
40
7
32
52
160
40
80
34
26
104
120
23
48
4
40
4
4
28
32
20
80
80
2
64
16
20
32
26
16
20
120
320
480
112
240
10
64
10
52
160
14
10
160
12
8
48
