OH,OWB
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
80,20
80,20
80,20
80,20
80,20
80,20
80,20
80,20
80,20
80,20
80,20
80,20
80,20
80,20
80,20
80,20
80,20
80,20
80,20
80,20
80,20
120,32
120,32
120,32
120,32
120,32
120,32
120,32
120,32
120,32
120,32
120,32
120,32
120,32
120,32
120,32
120,32
120,32
120,32
120,32
120,32
120,32
416,84
416,84
416,84
416,84
416,84
416,84
416,84
416,84
416,84
416,84
416,84
416,84
416,84
416,84
416,84
416,84
416,84
416,84
416,84
416,84
416,84
64,16
64,16
64,16
64,16
64,16
64,16
64,16
64,16
64,16
64,16
64,16
64,16
64,16
64,16
64,16
64,16
64,16
64,16
64,16
64,16
64,16
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
48,32
48,32
48,32
48,32
48,32
48,32
48,32
48,32
48,32
48,32
48,32
48,32
48,32
48,32
48,32
48,32
48,32
48,32
48,32
48,32
48,32
26,6
26,6
26,6
26,6
26,6
26,6
26,6
26,6
26,6
26,6
26,6
26,6
26,6
26,6
26,6
26,6
26,6
26,6
26,6
26,6
26,6
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
8,8
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
160,32
160,32
160,32
160,32
160,32
160,32
160,32
160,32
160,32
160,32
160,32
160,32
160,32
160,32
160,32
160,32
160,32
160,32
160,32
160,32
160,32
26,6
26,6
26,6
26,6
26,6
26,6
26,6
26,6
26,6
26,6
26,6
26,6
26,6
26,6
26,6
26,6
26,6
26,6
26,6
26,6
26,6
160,40
160,40
160,40
160,40
160,40
160,40
160,40
160,40
160,40
160,40
160,40
160,40
160,40
160,40
160,40
160,40
160,40
160,40
160,40
160,40
160,40
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
128,52
128,52
128,52
128,52
128,52
128,52
128,52
128,52
128,52
128,52
128,52
128,52
128,52
128,52
128,52
128,52
128,52
128,52
128,52
128,52
128,52
26,7
26,7
26,7
26,7
26,7
26,7
26,7
26,7
26,7
26,7
26,7
26,7
26,7
26,7
26,7
26,7
26,7
26,7
26,7
26,7
26,7
45,23
45,23
45,23
45,23
45,23
45,23
45,23
45,23
45,23
45,23
45,23
45,23
45,23
45,23
45,23
45,23
45,23
45,23
45,23
45,23
45,23
84,32
84,32
84,32
84,32
84,32
84,32
84,32
84,32
84,32
84,32
84,32
84,32
84,32
84,32
84,32
84,32
84,32
84,32
84,32
84,32
84,32
12,8
12,8
12,8
12,8
12,8
12,8
12,8
12,8
12,8
12,8
12,8
12,8
12,8
12,8
12,8
12,8
12,8
12,8
12,8
12,8
12,8
36,10
36,10
36,10
36,10
36,10
36,10
36,10
36,10
36,10
36,10
36,10
36,10
36,10
36,10
36,10
36,10
36,10
36,10
36,10
36,10
36,10
14,3
14,3
14,3
14,3
14,3
14,3
14,3
14,3
14,3
14,3
14,3
14,3
14,3
14,3
14,3
14,3
14,3
14,3
14,3
14,3
14,3
18,5
18,5
18,5
18,5
18,5
18,5
18,5
18,5
18,5
18,5
18,5
18,5
18,5
18,5
18,5
18,5
18,5
18,5
18,5
18,5
18,5
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
120,32
120,32
120,32
120,32
120,32
120,32
120,32
120,32
120,32
120,32
120,32
120,32
120,32
120,32
120,32
120,32
120,32
120,32
120,32
120,32
120,32
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
160,40
160,40
160,40
160,40
160,40
160,40
160,40
160,40
160,40
160,40
160,40
160,40
160,40
160,40
160,40
160,40
160,40
160,40
160,40
160,40
160,40
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
256,52
256,52
256,52
256,52
256,52
256,52
256,52
256,52
256,52
256,52
256,52
256,52
256,52
256,52
256,52
256,52
256,52
256,52
256,52
256,52
256,52
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
26,7
26,7
26,7
26,7
26,7
26,7
26,7
26,7
26,7
26,7
26,7
26,7
26,7
26,7
26,7
26,7
26,7
26,7
26,7
26,7
26,7
6,5
6,5
6,5
6,5
6,5
6,5
6,5
6,5
6,5
6,5
6,5
6,5
6,5
6,5
6,5
6,5
6,5
6,5
6,5
6,5
6,5
112,23
112,23
112,23
112,23
112,23
112,23
112,23
112,23
112,23
112,23
112,23
112,23
112,23
112,23
112,23
112,23
112,23
112,23
112,23
112,23
112,23
14,3
14,3
14,3
14,3
14,3
14,3
14,3
14,3
14,3
14,3
14,3
14,3
14,3
14,3
14,3
14,3
14,3
14,3
14,3
14,3
14,3
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
12,8
12,8
12,8
12,8
12,8
12,8
12,8
12,8
12,8
12,8
12,8
12,8
12,8
12,8
12,8
12,8
12,8
12,8
12,8
12,8
12,8
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
112,32
112,32
112,32
112,32
112,32
112,32
112,32
112,32
112,32
112,32
112,32
112,32
112,32
112,32
112,32
112,32
112,32
112,32
112,32
112,32
112,32
80,20
80,20
80,20
80,20
80,20
80,20
80,20
80,20
80,20
80,20
80,20
80,20
80,20
80,20
80,20
80,20
80,20
80,20
80,20
80,20
80,20
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
40,12
40,12
40,12
40,12
40,12
40,12
40,12
40,12
40,12
40,12
40,12
40,12
40,12
40,12
40,12
40,12
40,12
40,12
40,12
40,12
40,12
16,40
16,40
16,40
16,40
16,40
16,40
16,40
16,40
16,40
16,40
16,40
16,40
16,40
16,40
16,40
16,40
16,40
16,40
16,40
16,40
16,40
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
112,32
112,32
112,32
112,32
112,32
112,32
112,32
112,32
112,32
112,32
112,32
112,32
112,32
112,32
112,32
112,32
112,32
112,32
112,32
112,32
112,32
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
160,32
160,32
160,32
160,32
160,32
160,32
160,32
160,32
160,32
160,32
160,32
160,32
160,32
160,32
160,32
160,32
160,32
160,32
160,32
160,32
160,32
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
20,5
20,5
20,5
20,5
20,5
20,5
20,5
20,5
20,5
20,5
20,5
20,5
20,5
20,5
20,5
20,5
20,5
20,5
20,5
20,5
20,5
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
208,42
208,42
208,42
208,42
208,42
208,42
208,42
208,42
208,42
208,42
208,42
208,42
208,42
208,42
208,42
208,42
208,42
208,42
208,42
208,42
208,42
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,7
20,7
20,7
20,7
20,7
20,7
20,7
20,7
20,7
20,7
20,7
20,7
20,7
20,7
20,7
20,7
20,7
20,7
20,7
20,7
20,7
28,6
28,6
28,6
28,6
28,6
28,6
28,6
28,6
28,6
28,6
28,6
28,6
28,6
28,6
28,6
28,6
28,6
28,6
28,6
28,6
28,6
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
240,64
240,64
240,64
240,64
240,64
240,64
240,64
240,64
240,64
240,64
240,64
240,64
240,64
240,64
240,64
240,64
240,64
240,64
240,64
240,64
240,64
11,6
11,6
11,6
11,6
11,6
11,6
11,6
11,6
11,6
11,6
11,6
11,6
11,6
11,6
11,6
11,6
11,6
11,6
11,6
11,6
11,6
32,20
32,20
32,20
32,20
32,20
32,20
32,20
32,20
32,20
32,20
32,20
32,20
32,20
32,20
32,20
32,20
32,20
32,20
32,20
32,20
32,20
64,16
64,16
64,16
64,16
64,16
64,16
64,16
64,16
64,16
64,16
64,16
64,16
64,16
64,16
64,16
64,16
64,16
64,16
64,16
64,16
64,16
2,4
2,4
2,4
2,4
2,4
2,4
2,4
2,4
2,4
2,4
2,4
2,4
2,4
2,4
2,4
2,4
2,4
2,4
2,4
2,4
2,4
26,6
26,6
26,6
26,6
26,6
26,6
26,6
26,6
26,6
26,6
26,6
26,6
26,6
26,6
26,6
26,6
26,6
26,6
26,6
26,6
26,6
224,45
224,45
224,45
224,45
224,45
224,45
224,45
224,45
224,45
224,45
224,45
224,45
224,45
224,45
224,45
224,45
224,45
224,45
224,45
224,45
224,45
20,8
20,8
20,8
20,8
20,8
20,8
20,8
20,8
20,8
20,8
20,8
20,8
20,8
20,8
20,8
20,8
20,8
20,8
20,8
20,8
20,8
160,32
160,32
160,32
160,32
160,32
160,32
160,32
160,32
160,32
160,32
160,32
160,32
160,32
160,32
160,32
160,32
160,32
160,32
160,32
160,32
160,32
20,13
20,13
20,13
20,13
20,13
20,13
20,13
20,13
20,13
20,13
20,13
20,13
20,13
20,13
20,13
20,13
20,13
20,13
20,13
20,13
20,13
4,8
4,8
4,8
4,8
4,8
4,8
4,8
4,8
4,8
4,8
4,8
4,8
4,8
4,8
4,8
4,8
4,8
4,8
4,8
4,8
4,8
8,16
8,16
8,16
8,16
8,16
8,16
8,16
8,16
8,16
8,16
8,16
8,16
8,16
8,16
8,16
8,16
8,16
8,16
8,16
8,16
8,16
12,6
12,6
12,6
12,6
12,6
12,6
12,6
12,6
12,6
12,6
12,6
12,6
12,6
12,6
12,6
12,6
12,6
12,6
12,6
12,6
12,6
224,45
224,45
224,45
224,45
224,45
224,45
224,45
224,45
224,45
224,45
224,45
224,45
224,45
224,45
224,45
224,45
224,45
224,45
224,45
224,45
224,45
48,16
48,16
48,16
48,16
48,16
48,16
48,16
48,16
48,16
48,16
48,16
48,16
48,16
48,16
48,16
48,16
48,16
48,16
48,16
48,16
48,16
120,32
120,32
120,32
120,32
120,32
120,32
120,32
120,32
120,32
120,32
120,32
120,32
120,32
120,32
120,32
120,32
120,32
120,32
120,32
120,32
120,32
6,5
6,5
6,5
6,5
6,5
6,5
6,5
6,5
6,5
6,5
6,5
6,5
6,5
6,5
6,5
6,5
6,5
6,5
6,5
6,5
6,5
13,3
13,3
13,3
13,3
13,3
13,3
13,3
13,3
13,3
13,3
13,3
13,3
13,3
13,3
13,3
13,3
13,3
13,3
13,3
13,3
13,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
256,52
256,52
256,52
256,52
256,52
256,52
256,52
256,52
256,52
256,52
256,52
256,52
256,52
256,52
256,52
256,52
256,52
256,52
256,52
256,52
256,52
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
240,64
240,64
240,64
240,64
240,64
240,64
240,64
240,64
240,64
240,64
240,64
240,64
240,64
240,64
240,64
240,64
240,64
240,64
240,64
240,64
240,64
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
23,7
23,7
23,7
23,7
23,7
23,7
23,7
23,7
23,7
23,7
23,7
23,7
23,7
23,7
23,7
23,7
23,7
23,7
23,7
23,7
23,7
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
120,32
120,32
120,32
120,32
120,32
120,32
120,32
120,32
120,32
120,32
120,32
120,32
120,32
120,32
120,32
120,32
120,32
120,32
120,32
120,32
120,32
10,4
10,4
10,4
10,4
10,4
10,4
10,4
10,4
10,4
10,4
10,4
10,4
10,4
10,4
10,4
10,4
10,4
10,4
10,4
10,4
10,4
94,26
94,26
94,26
94,26
94,26
94,26
94,26
94,26
94,26
94,26
94,26
94,26
94,26
94,26
94,26
94,26
94,26
94,26
94,26
94,26
94,26
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
13,3
13,3
13,3
13,3
13,3
13,3
13,3
13,3
13,3
13,3
13,3
13,3
13,3
13,3
13,3
13,3
13,3
13,3
13,3
13,3
13,3
20,8
20,8
20,8
20,8
20,8
20,8
20,8
20,8
20,8
20,8
20,8
20,8
20,8
20,8
20,8
20,8
20,8
20,8
20,8
20,8
20,8
125,42
125,42
125,42
125,42
125,42
125,42
125,42
125,42
125,42
125,42
125,42
125,42
125,42
125,42
125,42
125,42
125,42
125,42
125,42
125,42
125,42
4,8
4,8
4,8
4,8
4,8
4,8
4,8
4,8
4,8
4,8
4,8
4,8
4,8
4,8
4,8
4,8
4,8
4,8
4,8
4,8
4,8
10,8
10,8
10,8
10,8
10,8
10,8
10,8
10,8
10,8
10,8
10,8
10,8
10,8
10,8
10,8
10,8
10,8
10,8
10,8
10,8
10,8
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
3,6
3,6
3,6
3,6
3,6
3,6
3,6
3,6
3,6
3,6
3,6
3,6
3,6
3,6
3,6
3,6
3,6
3,6
3,6
3,6
3,6
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
26,8
26,8
26,8
26,8
26,8
26,8
26,8
26,8
26,8
26,8
26,8
26,8
26,8
26,8
26,8
26,8
26,8
26,8
26,8
26,8
26,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
72,32
72,32
72,32
72,32
72,32
72,32
72,32
72,32
72,32
72,32
72,32
72,32
72,32
72,32
72,32
72,32
72,32
72,32
72,32
72,32
72,32
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
144,40
144,40
144,40
144,40
144,40
144,40
144,40
144,40
144,40
144,40
144,40
144,40
144,40
144,40
144,40
144,40
144,40
144,40
144,40
144,40
144,40
90,26
90,26
90,26
90,26
90,26
90,26
90,26
90,26
90,26
90,26
90,26
90,26
90,26
90,26
90,26
90,26
90,26
90,26
90,26
90,26
90,26
23,6
23,6
23,6
23,6
23,6
23,6
23,6
23,6
23,6
23,6
23,6
23,6
23,6
23,6
23,6
23,6
23,6
23,6
23,6
23,6
23,6
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
24,8
40,10
40,10
40,10
40,10
40,10
40,10
40,10
40,10
40,10
40,10
40,10
40,10
40,10
40,10
40,10
40,10
40,10
40,10
40,10
40,10
40,10
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,10
20,10
20,10
20,10
20,10
20,10
20,10
20,10
20,10
20,10
20,10
20,10
20,10
20,10
20,10
20,10
20,10
20,10
20,10
20,10
20,10
104,21
104,21
104,21
104,21
104,21
104,21
104,21
104,21
104,21
104,21
104,21
104,21
104,21
104,21
104,21
104,21
104,21
104,21
104,21
104,21
104,21
32,32
32,32
32,32
32,32
32,32
32,32
32,32
32,32
32,32
32,32
32,32
32,32
32,32
32,32
32,32
32,32
32,32
32,32
32,32
32,32
32,32
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
16,8
16,8
16,8
16,8
16,8
16,8
16,8
16,8
16,8
16,8
16,8
16,8
16,8
16,8
16,8
16,8
16,8
16,8
16,8
16,8
16,8
64,13
64,13
64,13
64,13
64,13
64,13
64,13
64,13
64,13
64,13
64,13
64,13
64,13
64,13
64,13
64,13
64,13
64,13
64,13
64,13
64,13
256,52
256,52
256,52
256,52
256,52
256,52
256,52
256,52
256,52
256,52
256,52
256,52
256,52
256,52
256,52
256,52
256,52
256,52
256,52
256,52
256,52
20,13
20,13
20,13
20,13
20,13
20,13
20,13
20,13
20,13
20,13
20,13
20,13
20,13
20,13
20,13
20,13
20,13
20,13
20,13
20,13
20,13
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
144,40
144,40
144,40
144,40
144,40
144,40
144,40
144,40
144,40
144,40
144,40
144,40
144,40
144,40
144,40
144,40
144,40
144,40
144,40
144,40
144,40
13,3
13,3
13,3
13,3
13,3
13,3
13,3
13,3
13,3
13,3
13,3
13,3
13,3
13,3
13,3
13,3
13,3
13,3
13,3
13,3
13,3
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
80,16
16,7
16,7
16,7
16,7
16,7
16,7
16,7
16,7
16,7
16,7
16,7
16,7
16,7
16,7
16,7
16,7
16,7
16,7
16,7
16,7
16,7
16,10
16,10
16,10
16,10
16,10
16,10
16,10
16,10
16,10
16,10
16,10
16,10
16,10
16,10
16,10
16,10
16,10
16,10
16,10
16,10
16,10
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
32,8
160,40
160,40
160,40
160,40
160,40
160,40
160,40
160,40
160,40
160,40
160,40
160,40
160,40
160,40
160,40
160,40
160,40
160,40
160,40
160,40
160,40
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
28,10
28,10
28,10
28,10
28,10
28,10
28,10
28,10
28,10
28,10
28,10
28,10
28,10
28,10
28,10
28,10
28,10
28,10
28,10
28,10
28,10
40,16
40,16
40,16
40,16
40,16
40,16
40,16
40,16
40,16
40,16
40,16
40,16
40,16
40,16
40,16
40,16
40,16
40,16
40,16
40,16
40,16
128,26
128,26
128,26
128,26
128,26
128,26
128,26
128,26
128,26
128,26
128,26
128,26
128,26
128,26
128,26
128,26
128,26
128,26
128,26
128,26
128,26
16,32
16,32
16,32
16,32
16,32
16,32
16,32
16,32
16,32
16,32
16,32
16,32
16,32
16,32
16,32
16,32
16,32
16,32
16,32
16,32
16,32
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
20,4
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
40,10
40,10
40,10
40,10
40,10
40,10
40,10
40,10
40,10
40,10
40,10
40,10
40,10
40,10
40,10
40,10
40,10
40,10
40,10
40,10
40,10
12,8
12,8
12,8
12,8
12,8
12,8
12,8
12,8
12,8
12,8
12,8
12,8
12,8
12,8
12,8
12,8
12,8
12,8
12,8
12,8
12,8
34,23
34,23
34,23
34,23
34,23
34,23
34,23
34,23
34,23
34,23
34,23
34,23
34,23
34,23
34,23
34,23
34,23
34,23
34,23
34,23
34,23
40,16
40,16
40,16
40,16
40,16
40,16
40,16
40,16
40,16
40,16
40,16
40,16
40,16
40,16
40,16
40,16
40,16
40,16
40,16
40,16
40,16
13,4
13,4
13,4
13,4
13,4
13,4
13,4
13,4
13,4
13,4
13,4
13,4
13,4
13,4
13,4
13,4
13,4
13,4
13,4
13,4
13,4
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
32,7
23,6
23,6
23,6
23,6
23,6
23,6
23,6
23,6
23,6
23,6
23,6
23,6
23,6
23,6
23,6
23,6
23,6
23,6
23,6
23,6
23,6
56,12
56,12
56,12
56,12
56,12
56,12
56,12
56,12
56,12
56,12
56,12
56,12
56,12
56,12
56,12
56,12
56,12
56,12
56,12
56,12
56,12
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
72,32
72,32
72,32
72,32
72,32
72,32
72,32
72,32
72,32
72,32
72,32
72,32
72,32
72,32
72,32
72,32
72,32
72,32
72,32
72,32
72,32
80,20
80,20
80,20
80,20
80,20
80,20
80,20
80,20
80,20
80,20
80,20
80,20
80,20
80,20
80,20
80,20
80,20
80,20
80,20
80,20
80,20
80,20
80,20
80,20
80,20
80,20
80,20
80,20
80,20
80,20
80,20
80,20
80,20
80,20
80,20
80,20
80,20
80,20
80,20
80,20
80,20
80,20
167,42
167,42
167,42
167,42
167,42
167,42
167,42
167,42
167,42
167,42
167,42
167,42
167,42
167,42
167,42
167,42
167,42
167,42
167,42
167,42
167,42
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
40,8
